n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606,606,392,True,0.4270064394366654,0,1.4533960000000017,18.847932,1.111255
40,2,6,27343,0.0,3886,3886,361,True,0.7108583549460242,0,1.180522999999997,24.547568,0.9638649999999984
40,2,11,26561,0.0,9617,9617,525,True,0.7759497006597662,0,1.8202730000000005,23.730301,1.4882980000000003
40,2,16,28623,0.0,38356,38356,61935,True,0.8058554309189863,0,238.716687,269.263475,143.34892800000048
40,2,21,20451,0.0,41048,41048,356,True,0.9999999999511027,0,0.976897000000001,24.40311,0.973200000000002
40,2,26,29758,0.0,87,87,136,True,0.9999999999663955,0,0.5505999999999993,23.695028,0.5445829999999993
40,2,31,34158,0.0,3812,3812,1414,True,0.6607236957473879,0,8.587848999999999,38.982649,6.094293999999987
40,2,36,31597,0.0,10713,10713,7799,True,0.8253631673631875,0,21.279296,63.776933,14.91374200000002
40,2,41,30865,0.0,30802,30802,516,True,0.9477725578827872,0,2.649172,45.022999,2.556157000000006
40,2,46,17388,0.0,34146,34146,494,True,0.999999999942489,0,1.460718,20.636535,1.4565860000000015
40,2,51,34810,0.0,0,0,1,True,0.9999999999712726,0,0.0435989999999999,0.1795989999999999,0.035504
40,2,56,31487,0.0,1279,1279,452,True,0.5516879982039671,0,2.93929,36.795772,2.0088719999999896
40,2,61,34784,0.0,11488,11488,29469,True,0.7025643974039051,0,103.517188,138.229108,66.06983899999989
40,2,66,34477,0.0,35279,35279,351071,True,0.7518345563491071,0,1407.355439,1450.631489,844.5908709999898
40,2,71,25074,0.0,47952,47952,3792,True,0.9024487516589914,0,12.810884,48.686003,9.075092999999962
40,2,76,31206,0.0,0,0,1,True,0.9999999999679549,0,0.049303,0.1807729999999999,0.0415979999999999
40,2,81,33177,0.0,571,571,1841,True,0.621032643077402,0,7.460423999999997,46.339704,5.205894999999991
40,2,86,35968,0.0,6048,6048,15259,True,0.8766125444596138,0,54.232511,108.967357,34.47316699999989
40,2,91,35659,0.0,26075,26075,514,True,0.9999999999719565,0,2.287178000000001,33.700556,2.28454
40,2,96,31251,0.0,66116,66116,1381,True,0.94508975709753,0,3.695179,25.647844,3.172905999999994
40,2,101,37197,0.0,0,0,1,True,0.9999999999731161,0,0.03897,0.147824,0.033421
40,2,106,41040,0.0,0,0,1,True,0.9999999999756335,0,0.0390019999999999,0.176955,0.033032
40,2,111,42861,0.0,17936,17936,5571,True,0.9221670049480375,0,14.093411000000003,52.149606,9.525767999999992
40,2,116,34489,0.0,25870,25870,15803,True,0.8130998289073879,0,69.697535,120.70935,43.5257139999999
40,2,121,34422,0.0,64516,64516,812,True,0.9454128173567656,0,2.903508000000002,27.111938,2.7215099999999985
40,4,1,14910,0.0,439,439,185,True,0.6315224680998308,0,0.4372809999999987,37.507191,0.3858999999999994
40,4,6,15247,0.0,2374,2374,268,True,0.833147504372457,0,0.524172,46.666193,0.4433630000000121
40,4,11,15629,0.0,5737,5737,228,True,0.8686416276877189,0,0.5899390000000011,45.057681,0.5360310000000083
40,4,16,17032,0.0,21493,21493,5541,True,0.9200328792320319,0,12.406065000000003,50.583687000000005,6.5534619999999455
40,4,21,13379,0.0,22793,22793,322,True,0.999999999925256,0,0.9756629999999972,35.641854,0.9692049999999952
40,4,26,16423,0.0,88,88,135,True,0.9999999999391098,0,0.3972610000000003,29.619636,0.3895759999999981
40,4,31,18383,0.0,2525,2525,523,True,0.7608660174747938,0,1.9612610000000004,52.949924,1.3700609999999926
40,4,36,18607,0.0,6420,6420,3707,True,0.7897565431939724,0,10.383091,51.82019,5.9765069999999625
40,4,41,18174,0.0,17685,17685,1308,True,0.7849675359973056,0,5.092971999999996,54.590156,3.185557999999993
