n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606,606,480,True,0.42716349927645814,0,4.14545,30.713017,3.1968010000000007
40,2,6,27343,0.0,3886,3886,389,True,0.7130161284163034,0,1.6761820000000045,35.194436,1.4612439999999864
40,2,11,26561,0.0,9617,9617,779,True,0.7756861563655101,0,4.294261999999996,38.503958,3.3901850000000024
40,2,16,28623,0.0,38356,38356,22208,True,0.8056108723472168,0,105.795794,130.484544,71.44893200000006
40,2,21,20451,0.0,41048,41048,548,True,0.9999999999511027,0,1.724496000000002,19.451425,1.7202100000000016
40,2,26,29758,0.0,87,87,180,True,0.9999999999663955,0,0.9857270000000024,16.143107999999998,0.9804959999999988
40,2,31,34158,0.0,3812,3812,1161,True,0.6615434158714929,0,5.848760000000001,32.249010000000006,4.615545999999991
40,2,36,31597,0.0,10713,10713,10551,True,0.8286546190831834,0,56.736546,108.584198,39.05747100000001
40,2,41,30865,0.0,30802,30802,635,True,0.9632593552255545,0,3.3506559999999936,46.409397,3.270801999999996
40,2,46,17388,0.0,34146,34146,623,True,0.999999999942489,0,2.270400000000002,34.906959,2.2671980000000005
40,2,51,34810,0.0,0,0,1,True,0.9999999999712726,0,0.052737,0.2476009999999999,0.0454809999999999
40,2,56,31487,0.0,1279,1279,414,True,0.5513704068170556,0,2.952703000000003,31.49455,2.3221830000000026
40,2,61,34784,0.0,11488,11488,36734,True,0.7038580956559378,0,188.10814,238.558164,134.42334200000053
40,2,66,34477,0.0,35279,35279,60589,True,0.7589987527697015,0,412.384767,441.525048,306.090375999999
40,2,71,25074,0.0,47952,47952,2513,True,0.9084310440732061,0,8.924684,43.212177,7.176034999999985
40,2,76,31206,0.0,0,0,1,True,0.9999999999679549,0,0.05323,0.231584,0.0455539999999999
40,2,81,33177,0.0,571,571,1956,True,0.620520239906546,0,15.594536000000003,91.790805,11.805843999999992
40,2,86,35968,0.0,6048,6048,2081,True,0.8691336743530601,0,10.551077999999997,50.208155,8.682142999999982
40,2,91,35659,0.0,26075,26075,615,True,0.9999999999719565,0,2.699329999999996,33.835482,2.693064
40,2,96,31251,0.0,66116,66116,1112,True,0.9451537550495935,0,3.535841999999999,32.866913,3.235311000000003
40,2,101,37197,0.0,0,0,1,True,0.9999999999731161,0,0.033317,0.1684539999999999,0.0289059999999999
40,2,106,41040,0.0,0,0,1,True,0.9999999999756335,0,0.0666329999999999,0.261108,0.05805
40,2,111,42861,0.0,17936,17936,5887,True,0.9227502857860818,0,32.974979,84.934274,24.688147000000058
40,2,116,34489,0.0,25870,25870,16531,True,0.813157818411286,0,99.65386700000002,149.75275299999998,73.63742500000019
40,2,121,34422,0.0,64516,64516,901,True,0.9575271628331437,0,4.969248999999998,44.841947000000005,4.492293000000004
40,4,1,14910,0.0,439,439,177,True,0.6315224680998308,0,0.3787279999999988,31.400694,0.3129010000000036
40,4,6,15247,0.0,2374,2374,310,True,0.8216042499625104,0,0.9308850000000036,51.177576,0.7510639999999853
40,4,11,15629,0.0,5737,5737,225,True,0.8683217095867731,0,0.4751159999999998,37.569206,0.4310070000000081
40,4,16,17032,0.0,21493,21493,4076,True,0.9163339595516479,0,10.323191,37.725181000000006,5.609695000000009
40,4,21,13379,0.0,22793,22793,215,True,0.999999999925256,0,0.8481979999999965,37.801799,0.8352550000000036
40,4,26,16423,0.0,88,88,126,True,0.9999999999391098,0,0.2031789999999986,39.652309,0.1991269999999971
40,4,31,18383,0.0,2525,2525,315,True,0.7613012021562693,0,0.7203909999999993,53.702774,0.6538019999999846
40,4,36,18607,0.0,6420,6420,3528,True,0.7903477185580509,0,20.102825999999997,64.713918,13.105661999999988
40,4,41,18174,0.0,17685,17685,7211,True,0.7860129855405517,0,41.73382,91.32992,27.797177999999903
