n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606.0,606.0,506.6,1.0,0.4272734411643131,0.0,2.8749175199999994,13.47662256,1.9679406
40,2,6,27343,0.0,3886.0,3886.0,585.6,1.0,0.717602311351439,0.0,3.6656424000000003,17.21967732,1.532589840000002
40,2,11,26561,0.0,9617.0,9617.0,856.6,1.0,0.7792327095824995,0.0,3.53761752,16.8661608,2.1437704799999997
40,2,16,28623,0.0,38356.0,38356.0,16861.0,1.0,0.8043182056107214,0.0,85.3555848,100.07542512,28.279683839999944
40,2,21,20451,0.0,41048.0,41048.0,543.0,1.0,0.9995501441983496,0.0,0.9006879599999997,11.623903559999999,0.8974837200000003
40,2,26,29758,0.0,87.0,87.0,159.0,1.0,0.9999999999663955,0.0,0.3993451199999999,9.67168992,0.3967036799999998
40,2,31,34158,0.0,3812.0,3812.0,1468.2,1.0,0.6835353357724828,0.0,9.298738199999999,24.81295368,6.620587680000002
40,2,36,31597,0.0,10713.0,10713.0,7427.0,1.0,0.8284140899190298,0.0,32.7572928,53.490956999999995,14.892784080000002
40,2,41,30865,0.0,30802.0,30802.0,781.6,1.0,0.9571423942667376,0.0,2.6592900000000013,19.77844356,1.2998493600000016
40,2,46,17388,0.0,34146.0,34146.0,556.8,1.0,0.9995054059696626,0.0,0.7887038400000004,12.648173879999998,0.7862024399999996
40,2,51,34810,0.0,0.0,0.0,1.0,1.0,0.9999999999712725,0.0,0.01883939999999996,0.09143123999999998,0.016360799999999988
40,2,56,31487,0.0,1279.0,1279.0,354.6,1.0,0.5512814812287204,0.0,2.2529620799999996,16.16076432,1.3623906
40,2,61,34784,0.0,11488.0,11488.0,21374.6,1.0,0.7073309567413946,0.0,99.26900183999999,120.87188412,46.70158859999998
40,2,66,34477,0.0,35279.0,35279.0,69626.4,1.0,0.7578211561110937,0.0,497.59776924,514.96568916,185.5143298799996
40,2,71,25074,0.0,47952.0,47952.0,1943.0,1.0,0.8988115178711489,0.0,10.47612036,24.907404959999997,2.846747040000002
40,2,76,31206,0.0,0.0,0.0,1.0,1.0,0.9999999999679549,0.0,0.020194679999999975,0.08322431999999999,0.017600999999999985
40,2,81,33177,0.0,571.0,571.0,1925.6,1.0,0.6215149048852665,0.0,7.833095159999999,31.939094519999998,5.1457449599999965
40,2,86,35968,0.0,6048.0,6048.0,2440.0,1.0,0.8812555604737196,0.0,7.667244599999999,29.7393012,4.222152720000006
40,2,91,35659,0.0,26075.0,26075.0,531.6,1.0,0.9999999999719564,0.0,1.4470770000000006,20.31587232,1.4427150000000002
40,2,96,31251,0.0,66116.0,66116.0,771.4,1.0,0.9498320053454343,0.0,4.57824708,18.21294468,1.5921649199999994
40,2,101,37197,0.0,0.0,0.0,1.0,1.0,0.9999999999731161,0.0,0.021253559999999977,0.10059599999999998,0.018604319999999976
40,2,106,41040,0.0,0.0,0.0,1.0,1.0,0.9999999999756335,0.0,0.024036,0.10909379999999999,0.020942040000000002
40,2,111,42861,0.0,17936.0,17936.0,5969.6,1.0,0.924150159797388,0.0,26.682469079999997,49.35342276,10.26088043999999
40,2,116,34489,0.0,25870.0,25870.0,6460.2,1.0,0.8199541882681448,0.0,34.51192416,55.23772788,13.185331200000013
40,2,121,34422,0.0,64516.0,64516.0,608.0,1.0,0.958375457528372,0.0,3.0232856399999997,17.75513724,1.4823276
40,4,1,14910,0.0,439.0,439.0,239.4,1.0,0.645150905389326,0.0,0.6126686399999993,18.7161,0.3577675199999991
40,4,6,15247,0.0,2374.0,2374.0,629.4,1.0,0.832990096357776,0.0,1.9220835600000004,21.75096336,1.1890035600000035
40,4,11,15629,0.0,5737.0,5737.0,237.0,1.0,0.8735043828220933,0.0,0.6869816399999996,18.571565040000003,0.33179591999999924
40,4,16,17032,0.0,21493.0,21493.0,2831.0,1.0,0.9154180365831717,0.0,8.51639148,25.08438792,2.3675358000000086
40,4,21,13379,0.0,22793.0,22793.0,284.6,1.0,0.999999999925256,0.0,0.39286703999999956,12.6227682,0.3898593600000004
40,4,26,16423,0.0,88.0,88.0,123.4,1.0,0.9999999999391098,0.0,0.12778571999999994,16.13742696,0.1256009999999996
40,4,31,18383,0.0,2525.0,2525.0,339.2,1.0,0.7609965728792365,0.0,0.9226555200000004,23.21559276,0.5190477599999983
40,4,36,18607,0.0,6420.0,6420.0,1358.8,1.0,0.7909496425651126,0.0,7.049035559999998,30.71152848,2.6693863199999974
40,4,41,18174,0.0,17685.0,17685.0,711.8,1.0,0.7869924066915928,0.0,4.671224639999998,23.45150448,1.352403959999997
40,4,46,13050,0.0,19124.0,19124.0,344.8,1.0,0.9999999999233717,0.0,0.4462256400000001,13.87655604,0.44378171999999977
40,4,51,18529,0.0,0.0,0.0,1.0,1.0,0.9999999999460305,0.0,0.008588639999999963,0.04847208,0.006310079999999977
40,4,56,17262,0.0,826.0,826.0,747.2,1.0,0.561093731864147,0.0,4.025232120000001,24.876733679999994,2.8766079600000034
40,4,61,18932,0.0,7357.0,7357.0,4235.6,1.0,0.8422248045192149,0.0,18.79319964,44.783596079999995,5.539431479999987
40,4,66,19270,0.0,20251.0,20251.0,405.2,1.0,0.9606331084088928,0.0,0.8980151999999991,19.082276279999995,0.56963388
