n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606,606,453,True,0.42818438823511135,0.0,2.3383520000000004,10.193972,1.5314810000000003
40,2,6,27343,0.0,3886,3886,462,True,0.7116995208751161,0.0,1.7357669999999992,13.348267,1.3917449999999985
40,2,11,26561,0.0,9617,9617,854,True,0.7748955234827418,0.0,3.5594800000000006,11.117618,2.398571999999999
40,2,16,28623,0.0,38356,38356,111892,True,0.8043880794883699,0.0,494.240667,507.267732,271.26991499999986
40,2,21,20451,6.965845125236086,5153,41048,608,False,0.9999999999511027,6.96584513740232,2.587534,11.137376,2.579662000000001
40,2,26,29758,0.0,87,87,539,True,0.39169299010714115,0.0,3.672097,8.748785999999999,1.8340900000000009
40,2,31,34158,0.0,3812,3812,1000,True,0.6885063528108055,0.0,3.892253,12.934721,2.864053000000002
40,2,36,31597,0.0,10713,10713,17168,True,0.8258062474024177,0.0,64.815276,76.660746,39.571074000000046
40,2,41,30865,0.0,30802,30802,1474,True,0.9339057184210625,0.0,4.111578999999999,18.901341,3.142018
40,2,46,17388,5.85800360341835,4979,34146,530,False,0.999999999942489,5.858003614007229,1.8925420000000008,12.761255,1.885961
40,2,51,34810,0.0,0,0,2,True,0.9999999999712726,0.0,0.0425089999999999,0.205479,0.035343
40,2,56,31487,0.0,1279,1279,388,True,0.5516879982039671,0.0,1.751862000000001,10.181131,1.0520400000000034
40,2,61,34784,0.0,11488,11488,357452,True,0.7029668813045375,0.0,1482.750306,1501.535902,859.4536629999988
40,2,66,34477,0.0,35279,35279,261593,True,0.7560112538574698,0.0,1056.450666,1066.319928,600.7074889999956
40,2,71,25074,0.0,47952,47952,4816,True,0.9042035574338277,0.0,15.195669,27.465609,10.967208000000008
40,2,76,31206,0.0,0,0,2,True,0.9999999999679549,0.0,0.049737,0.185087,0.0420689999999999
40,2,81,33177,0.0,571,571,4337,True,0.0,0.0,30.53563,50.16407,15.518011
40,2,86,35968,0.0,6048,6048,2754,True,0.8820896352067924,0.0,10.40338,28.757135,7.252910999999994
40,2,91,35659,8.632434397368177,2707,26075,510,False,0.9870439439976711,8.632434426068551,2.6262040000000013,18.747894,2.612234000000001
40,2,96,31251,0.0,66116,66116,1212,True,0.9487376403651487,0.0,4.252208,15.919814,3.646460000000001
40,2,101,37197,0.0,0,0,37,True,0.9999999999731161,0.0,0.195559,0.364895,0.1879139999999999
40,2,106,41040,0.0,0,0,2,True,0.9999999999756335,0.0,0.066878,0.255533,0.0552439999999999
40,2,111,42861,0.0,17936,17936,15479,True,0.9214204054753408,0.0,59.570822,78.564433,38.29428000000003
40,2,116,34489,0.0,25870,25870,23663,True,0.8226680970505764,0.0,106.911654,124.074332,64.95009600000002
40,2,121,34422,0.0,64516,64516,1837,True,0.9456452268623077,0.0,5.699057999999999,18.203059,4.376879999999991
40,4,1,14910,0.0,439,439,177,True,0.6534540576355832,0.0,0.3510799999999996,13.687712,0.2850260000000002
40,4,6,15247,0.0,2374,2374,621,True,0.8231127434365375,0.0,2.178174000000002,16.208033,1.2482119999999988
40,4,11,15629,0.0,5737,5737,210,True,0.8704971526732038,0.0,0.428113999999999,13.246212,0.3819289999999995
40,4,16,17032,0.0,21493,21493,1352,True,0.9163926725624476,0.0,2.615970000000001,16.255736000000002,1.691017000000004
40,4,21,13379,2.4157050765537162,6673,22793,190,False,0.999999999925256,2.415705079811823,0.5930100000000014,13.78994,0.5856550000000009
40,4,26,16423,8800000.0,0,88,126,False,0.9999999999391098,88000000.0,0.2484069999999985,9.791682,0.2444240000000004
