n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,4,1,14910,0.0,439,439,175,True,0.6315224680998308,0.0,0.4920930000000005,15.494664,0.385908999999998
40,4,6,15247,0.0,2374,2374,264,True,0.8221945300175645,0.0,0.4788749999999986,16.953969999999998,0.3885150000000017
40,4,11,15629,0.0,5737,5737,189,True,0.8705611362933929,0.0,0.3514800000000004,10.839685,0.310967999999999
40,4,16,17032,0.0,21493,21493,1418,True,0.9224401126748215,0.0,3.276464999999998,19.225773,2.215329999999988
40,4,21,13379,2.4157050765537162,6673,22793,337,False,0.999999999925256,2.415705079811823,0.8742009999999993,12.375946,0.8708429999999989
40,4,26,16423,8800000.0,0,88,127,False,0.9999999999391098,88000000.0,0.1959400000000002,9.856361,0.1934319999999996
40,4,31,18383,0.0,2525,2525,418,True,0.7613012021562693,0.0,1.303139999999999,19.822,0.9796620000000013
40,4,36,18607,0.0,6420,6420,2836,True,0.7947009189662653,0.0,10.033170000000002,29.987251,5.550991999999969
40,4,41,18174,0.0,17685,17685,570,True,0.7863431275015768,0.0,1.3820249999999987,12.286352,1.0809190000000015
40,4,46,13050,2.4476293447852364,5547,19124,331,False,0.9999999999233716,2.447629348756512,1.0322530000000008,11.064579,1.025746999999999
40,4,51,18529,0.0,0,0,106,True,0.9999999999460305,0.0,0.252201,0.3595859999999999,0.2480609999999999
40,4,56,17262,0.0,826,826,3316,True,0.550515583330407,0.0,22.590806,38.671924,10.245960999999989
40,4,61,18932,0.0,7357,7357,4165,True,0.8397950559455,0.0,12.408738,28.50172,6.631313999999993
40,4,66,19270,0.0,20251,20251,378,True,0.9581733263643916,0.0,1.116726,16.982799999999997,1.0485380000000042
40,4,71,16927,3.9299409957043863,5424,26740,286,False,0.9999999999409228,3.9299410022253056,0.7872469999999989,14.867608,0.7777250000000002
40,4,76,17050,0.0,0,0,2,True,0.9999999999413489,0.0,0.0254319999999999,0.105979,0.0205419999999999
40,4,81,18484,0.0,564,564,471,True,0.8267690975531936,0.0,1.345521999999999,25.813953,0.9312580000000032
40,4,86,18851,0.0,4725,4725,315,True,0.9635032623752849,0.0,1.805895,41.938493,1.662027000000009
40,4,91,19342,0.0,15569,15569,2614,True,0.9353737979042822,0.0,7.078723,26.142034,4.431816999999985
40,4,96,18399,4.06508379320519,7160,36266,241,False,0.9999999999456493,4.065083798314932,0.6193620000000006,8.855329,0.6116200000000003
40,4,101,19349,0.0,0,0,39,True,0.9999999999483177,0.0,0.107772,0.191186,0.102362
40,4,106,21400,0.0,0,0,2,True,0.999999999953271,0.0,0.031875,0.131007,0.025702
40,4,111,22102,0.0,11263,11263,3470,True,0.8541760926226506,0.0,11.754126,52.056615,6.611751000000027
40,4,116,19551,0.0,15566,15566,9716,True,0.882665848249058,0.0,23.435487,42.073859,12.933726999999967
40,4,121,19852,0.0,35751,35751,3590,True,0.9059540599986926,0.0,10.835876,26.378239,6.649166999999993
50,4,1,24669,0.0,785,785,3503,True,0.47894118122019774,0.0,39.483584,54.664135,18.279233999999967
50,4,6,26973,0.0,8317,8317,79403,True,0.736922107265157,0.0,470.506145,494.445908,264.3299909999993
50,4,11,24599,0.0,12879,12879,974,True,0.8533680230556784,0.0,4.3581920000000025,35.359727,3.1036389999999905
50,4,16,23723,0.0,25376,25376,573,True,0.9724318171828001,0.0,1.4993649999999974,20.484779,1.344301999999992
50,4,21,26292,4.091656669443501,11674,59440,427,False,0.9999999999619656,4.09165667259794,2.714298000000003,21.956995000000003,2.704540000000001
50,4,26,23982,5400000.0,0,54,203,False,0.999999999958302,54000000.0,0.4794319999999992,15.340696,0.4744019999999995
50,4,31,26835,306100000.0,0,3061,268,False,0.9999999999627353,3061000000.0,0.9675130000000004,29.714141,0.9585790000000004
50,4,36,28996,0.0,10796,10796,488,True,0.9388881224672752,0.0,2.385399,30.270950000000003,2.191724999999998
50,4,41,29661,0.0,21806,21806,6844,True,0.8791679309234629,0.0,25.188476,46.736867,14.52001300000004
50,4,46,26540,0.0,44455,44455,1285,True,0.9435192162417664,0.0,4.528288,24.651129,3.776765000000008
50,4,51,25194,0.0,0,0,2,True,0.999999999960308,0.0,0.041916,0.18429,0.035556
50,4,56,26349,0.0,570,570,2811,True,0.5512163649265165,0.0,27.560043,50.463661,13.464915
50,4,61,32396,0.0,7898,7898,27870,True,0.7984010371404371,0.0,154.516851,188.902792,86.32284699999985
