n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606.0,606.0,405.75,1.0,0.4276346787958365,0.0,2.1550260000000003,25.46154775,1.5385879999999998
40,2,6,27343,0.0,3886.0,3886.0,470.75,1.0,0.7178619756165066,0.0,1.5996457500000014,27.07068075,1.305077250000001
40,2,11,26561,0.0,9617.0,9617.0,867.25,1.0,0.7810794021015368,0.0,3.8229499999999996,32.64711775,2.807146750000002
40,2,16,28623,0.0,38356.0,38356.0,26731.5,1.0,0.8051130209689721,0.0,103.31512824999999,134.075471,57.71054699999996
40,2,21,20451,0.0,41048.0,41048.0,489.5,1.0,0.9999999999511027,0.0,2.20896675,26.17424025,2.2026945000000016
40,2,26,29758,0.0,87.0,87.0,815.25,1.0,0.37034578935511975,0.0,11.27017525,32.206351,5.28079575
40,2,31,34158,0.0,3812.0,3812.0,1756.25,1.0,0.6722876046410128,0.0,12.7938755,48.02211925,7.999448749999981
40,2,36,31597,0.0,10713.0,10713.0,10941.75,1.0,0.8271750482378968,0.0,48.307878,90.31657025000001,29.885637749999997
40,2,41,30865,0.0,30802.0,30802.0,1247.25,1.0,0.9454398185340859,0.0,3.3218050000000012,37.387685250000004,2.8335145000000095
40,2,46,17388,0.0,34146.0,34146.0,514.75,1.0,0.999999999942489,0.0,1.67299125,28.229151,1.6693727500000008
40,2,51,34810,0.0,0.0,0.0,1.0,1.0,0.9999999999712726,0.0,0.05832399999999998,0.22521975,0.05118274999999992
40,2,56,31487,0.0,1279.0,1279.0,374.25,1.0,0.551616540141912,0.0,2.373346250000001,31.36671025,1.5687512499999965
40,2,61,34784,0.0,11488.0,11488.0,350704.75,1.0,0.7027440777166873,0.0,1256.93311575,1300.29047025,721.4476360000001
40,2,66,34477,0.0,35279.0,35279.0,112801.25,1.0,0.7527627113509654,0.0,553.31075725,584.05936075,308.3049990000003
40,2,71,25074,0.0,47952.0,47952.0,10980.5,1.0,0.9025484565325617,0.0,33.24244925,61.56204900000001,20.751413500000012
40,2,76,31206,0.0,0.0,0.0,1.0,1.0,0.9999999999679549,0.0,0.034081749999999925,0.1463245,0.03007975
40,2,81,33177,0.0,571.0,571.0,22975.0,1.0,0.6180185067782494,0.0,156.5439675,200.308668,83.93935474999981
40,2,86,35968,0.0,6048.0,6048.0,3551.5,1.0,0.8778150021997939,0.0,15.371100000000002,69.76865425,10.277892500000007
40,2,91,35659,0.0,26075.0,26075.0,468.75,1.0,0.9999999999719565,0.0,3.094498749999998,35.5422995,3.0856372499999996
40,2,96,31251,0.0,66116.0,66116.0,993.75,1.0,0.9466497071790775,0.0,4.2247295,30.139750749999997,3.6784294999999974
40,2,101,37197,-0.9999999947368422,1900.0,0.0,1.0,0.0,0.0005376777696981563,-0.999999999473684,0.20094474999999998,0.41112099999999996,0.15462224999999996
40,2,106,41040,0.0,0.0,0.0,1.0,1.0,0.9999999999756335,0.0,0.10175699999999996,0.32749175,0.09080599999999993
40,2,111,42861,0.0,17936.0,17936.0,30493.5,1.0,0.9206796388110245,0.0,114.65344200000001,163.82433275,67.50893949999995
40,2,116,34489,0.0,25870.0,25870.0,21886.25,1.0,0.8211966133891618,0.0,89.22651775,127.36634699999999,55.30807800000005
40,2,121,34422,0.0,64516.0,64516.0,1257.0,1.0,0.9475335540948366,0.0,5.134714999999998,37.82534575,4.369463749999998
40,4,1,14910,0.0,439.0,439.0,173.0,1.0,0.6479711602516451,0.0,0.35966749999999864,37.3070485,0.2860932499999986
40,4,6,15247,0.0,2374.0,2374.0,456.0,1.0,0.8284252639320243,0.0,1.1428452499999988,34.76481925,0.7396985000000011
40,4,11,15629,0.0,5737.0,5737.0,241.5,1.0,0.8700652632369272,0.0,0.5467272500000036,36.71919925,0.48774400000000107
40,4,16,17032,0.0,21493.0,21493.0,3119.5,1.0,0.9201209487482316,0.0,8.473295,39.235949,4.909017250000018
40,4,21,13379,0.0,22793.0,22793.0,329.25,1.0,0.999999999925256,0.0,0.5936872500000003,21.3785465,0.5889330000000017
40,4,26,16423,0.0,88.0,88.0,127.5,1.0,0.9999999999391098,0.0,0.2333914999999997,28.624913,0.22833574999999934
40,4,31,18383,0.0,2525.0,2525.0,616.75,1.0,0.7611924059859004,0.0,2.2022707500000003,47.94393625,1.2941505000000042
40,4,36,18607,0.0,6420.0,6420.0,2515.25,1.0,0.791086687763149,0.0,8.92894575,61.388487,4.96527724999998
40,4,41,18174,0.0,17685.0,17685.0,1127.0,1.0,0.7860404973706372,0.0,3.7466434999999993,39.55305249999999,2.2972922499999973
40,4,46,13050,0.0,19124.0,19124.0,359.75,1.0,0.9999999999233716,0.0,0.7465709999999968,34.19473925,0.7418684999999972
40,4,51,18529,-0.7499998043185396,28.75,0.0,1.0,0.25,0.4826488207413973,-0.7499999804318493,0.04867099999999997,0.16038449999999999,0.03641724999999999
40,4,56,17262,0.0,826.0,826.0,4379.0,1.0,0.5592920866319493,0.0,25.531940249999995,67.18954500000001,11.504261999999976
40,4,61,18932,0.0,7357.0,7357.0,5412.25,1.0,0.8427001901097243,0.0,15.268415749999997,60.35858825,8.616220000000025
40,4,66,19270,0.0,20251.0,20251.0,327.0,1.0,0.9581084586944417,0.0,0.9675227500000005,34.44028575,0.9138167499999996
40,4,71,16927,0.0,26740.0,26740.0,282.75,1.0,0.9999999999409228,0.0,0.8126217500000008,35.28024725,0.8057482500000024
40,4,76,17050,0.0,0.0,0.0,1.0,1.0,0.9999999999413489,0.0,0.021219249999999974,0.10886175,0.017386749999999975
40,4,81,18484,0.0,564.0,564.0,455.0,1.0,0.8293253624307875,0.0,1.5310557500000002,62.99626125,1.1204899999999984
40,4,86,18851,0.0,4725.0,4725.0,301.0,1.0,0.9654925467632754,0.0,1.027234749999998,57.848069,0.8969992500000039
40,4,91,19342,0.0,15569.0,15569.0,2196.75,1.0,0.9419139695511367,0.0,4.775157999999998,53.03586949999999,3.0576037499999984
40,4,96,18399,0.0,36266.0,36266.0,271.75,1.0,0.9999999999456493,0.0,0.6960949999999997,32.32984775,0.6899972500000002
40,4,101,19349,-0.9999999888888891,900.0,0.0,1.0,0.0,0.0,-0.9999999988888888,0.026652749999999947,0.11939025,0.009149499999999975
40,4,106,21400,0.0,0.0,0.0,1.0,1.0,0.999999999953271,0.0,0.026579249999999922,0.13166724999999999,0.02147474999999995
40,4,111,22102,0.0,11263.0,11263.0,3234.0,1.0,0.8574337163669606,0.0,11.609251250000003,78.82359799999999,6.70774424999999
40,4,116,19551,0.0,15566.0,15566.0,3558.75,1.0,0.8836632396867852,0.0,9.752014500000001,55.730522,5.654088249999987
40,4,121,19852,0.0,35751.0,35751.0,5616.0,1.0,0.9082838000751418,0.0,14.476384750000001,50.167229500000005,8.474559000000017
50,2,1,43076,0.0,1268.0,1268.0,51771.0,1.0,0.38899271054905304,0.0,905.97700375,938.615114,427.2734117500005
50,2,6,47825,0.0,14272.0,14272.0,5278.5,1.0,0.7244851019189862,0.0,54.075472500000004,109.99653325,34.50895175000003
50,2,11,43454,0.0,23028.0,23028.0,6965.25,1.0,0.7975445298293012,0.0,56.4089385,107.75929099999999,34.14804749999999
50,2,16,38272,0.0,46072.0,46072.0,118919.75,1.0,0.8235524665336655,0.0,631.5544217500001,692.028405,367.5305722500002
50,2,21,36837,0.0,111069.0,111069.0,2622.0,1.0,0.9443833645263082,0.0,8.648328500000002,43.44278125,6.88931724999999
50,2,26,42722,0.0,26.0,26.0,222.0,1.0,0.9999999999765928,0.0,1.4898932499999997,33.951447,1.4806064999999995
50,2,31,50634,0.0,5378.0,5378.0,58618.5,1.0,0.578465062989721,0.0,702.9289752500001,750.6726995,415.63400300000103
50,2,36,52878,0.0,18956.0,18956.0,21754.25,1.0,0.8231778811448395,0.0,161.47266775000003,228.84103375,99.68475275000006
