57 96 7 2

0 2 0
0 1 0
1 8 0
1 16 216
2 3 0
2 5 0
3 4 0
3 10 0
4 6 0
4 9 0
5 7 0
5 13 0
6 12 0
7 20 0
7 15 42
8 17 0
8 13 48
9 11 0
9 18 0
10 24 0
10 22 3
11 36 0
11 15 168
12 14 0
12 13 0
13 18 0
13 31 350
14 35 0
14 32 0
15 21 0
15 29 714
16 19 0
16 31 252
17 32 48
18 23 0
18 29 450
19 25 195
20 28 0
21 34 0
21 39 714
22 56 175
23 33 0
23 41 350
24 51 63
25 27 0
25 41 27
26 40 0
26 41 225
27 55 623
28 46 133
29 30 0
29 48 1043
30 38 0
30 43 1044
31 37 0
31 55 648
32 45 240
33 46 450
34 44 762
35 54 0
36 49 168
37 47 290
38 56 422
39 52 0
39 56 476
40 50 0
40 56 290
41 53 0
41 56 322
42 56 0
42 56 39
43 56 0
43 56 186
44 56 0
44 56 139
45 56 0
45 56 52
46 56 0
46 56 87
47 56 0
47 56 91
48 56 0
48 56 161
49 56 0
49 56 40
50 56 0
50 56 21
51 56 0
51 56 21
52 56 0
52 56 114
53 56 0
53 56 37
54 56 0
55 56 0
55 56 120

4 14 16 32 33 
6 1 61 62 64 66 68 
7 11 12 18 20 36 37 47 
3 3 5 9 
11 7 26 28 30 39 40 42 43 48 49 51 
10 22 24 35 53 55 56 57 58 59 60 
15 45 70 72 74 76 78 80 82 84 86 88 90 92 93 95 

1 0
3 70
3 0
4 0
3 0
2 68
2 0
0 68
0 70
2 68
2 74
5 68
5 16
4 115
4 16
4 167
0 138
0 70
5 115
2 138
2 68
4 167
4 90
4 115
4 74
6 154
2 148
4 154
4 84
4 214
5 214
5 148
5 80
5 115
5 167
5 16
5 68
1 148
1 214
1 241
1 148
1 164
6 166
6 313
6 266
6 179
6 214
6 218
6 288
6 167
6 148
6 148
6 241
6 164
6 115
6 247
99 99
