54 88 7 2

0 1 0
0 4 0
1 7 0
1 2 0
2 3 0
2 8 0
3 9 0
3 10 63
4 5 0
4 10 39
5 6 0
5 13 10
6 11 0
6 12 0
7 17 0
8 18 0
9 16 120
10 15 0
10 52 365
11 23 0
11 32 245
12 20 0
12 53 430
13 14 0
13 53 435
14 21 0
14 42 126
15 22 0
15 19 28
16 31 0
16 53 344
17 30 0
17 52 248
18 53 272
19 25 0
19 53 316
20 29 0
20 28 220
21 35 0
21 49 224
22 27 0
22 26 168
23 24 72
24 39 0
24 49 156
25 37 0
25 48 132
26 45 0
26 53 204
27 36 58
28 50 0
28 53 230
29 34 0
29 42 84
30 33 0
30 38 98
31 43 0
31 51 146
32 47 0
32 53 196
33 53 176
34 53 162
35 53 164
36 41 0
36 53 212
37 40 0
37 53 210
38 46 0
38 53 400
39 44 0
39 53 610
40 53 550
41 53 555
42 53 238
43 53 224
44 53 234
45 53 282
46 53 252
47 53 274
48 53 286
49 53 0
49 53 310
50 53 0
50 53 308
51 53 0
51 53 300
52 53 0
52 53 244

2 3 9 
2 1 7 
12 5 11 44 46 48 49 51 53 55 57 59 87 
15 60 61 62 64 66 73 74 75 76 77 78 79 81 83 85 
9 14 16 18 20 22 24 70 71 72 
9 30 32 33 35 37 39 41 42 68 
4 13 15 26 28 

1 0
0 0
2 24
1 24
0 49
2 49
6 49
4 0
6 62
4 24
4 73
4 49
4 86
4 87
6 87
6 73
5 117
5 93
5 99
5 110
5 86
5 87
5 73
5 49
2 122
2 110
2 146
2 73
2 159
2 86
2 93
2 117
2 142
3 93
3 86
3 87
3 111
3 110
5 131
4 122
4 110
4 111
3 124
3 117
3 122
3 146
3 131
3 142
3 148
3 160
3 159
3 155
2 166
99 99
