 500
   35 14346     2
   25 20068     3
   26 15660     4
   92 16471     5
   54 21614     6
   45 16598     7
   32 19403     9
   38 21558     9
   27 22215     2
   80 15078    10
   19 23671     7
   77 18994     3
   60 14601     8
   34 17020     1
   94 14588     4
   65 14859     9
   33 14870     3
   29 15113     4
   43 18463     5
   25 21025     1
    5 16301     9
   52 16243     1
   16 16345    10
   11 14391     5
    1 17283     1
   20 16769     2
   39 19956     5
   83 21749     9
   68 18147     6
   71 22384     5
   43 18057     7
    3 18194     8
   96 18618     8
   68 19418     1
   94 20366     2
   50 16397     4
   13 21717     7
   26 15934     1
   87 23655     2
   39 20097     9
    5 16713     1
    5 23492     9
   16 15257     1
   65 17015     9
   39 16677     9
    9 15545     5
   30 17574     7
   71 17248     1
   38 16359     9
   73 21738     2
   96 14439     2
   42 18361     7
   25 23681     2
   11 16484     1
   52 18453     1
   25 17129     2
   31 18954     3
   91 14574     6
    7 15043     1
   98 22801     8
   62 22659    10
   49 18801     7
  100 17161     5
   58 17442     8
   17 14385     7
   94 23227     7
    7 19540     1
   29 21803     4
   20 15326     8
   93 19361     3
   68 18066     3
   25 17740     8
   98 19018     1
   83 19023     3
   90 20455     6
   36 21396    10
   92 20269     8
   19 23729     3
    7 14809     1
   29 22329     6
   92 21632     4
    2 14949     2
   71 16855     2
   16 21479     6
   13 17134     3
   22 21009     3
   41 14773     8
   43 21788     5
   13 21283     8
   47 15517     8
   41 20755     3
   75 20108     8
   96 20019     5
   41 23616     7
   32 23250     5
   13 20105     2
   35 23008     4
   38 18956     6
   42 18073     6
   54 14500     1
   31 14482     8
   10 21839     8
   78 17940     8
   29 19201     9
   92 17028     1
   68 14560     3
   64 16762     9
   83 22998     8
   87 14455     6
   71 17272     9
   12 21492     4
   78 21788     9
   72 17922     1
   82 14512     5
   94 19432     4
   85 20756     3
    4 21222     8
   34 19906     2
   28 18709     7
   17 18670     5
   81 21123     9
   69 15630     9
   91 14944     2
   77 17308     4
    9 15411     6
   22 14359     7
   90 23113     5
   43 14585    10
   59 19016     2
   31 17352     1
   97 14785    10
   90 19199    10
   41 15357     8
   75 18426     8
   18 14565     9
   32 18085     8
   42 18687     1
   82 17028     7
   15 17248     6
   28 18843     6
   52 20001     5
   27 14905     9
    6 16796     4
   24 23623     6
    9 15118     4
   99 21929     8
    8 20544     8
   12 22040     1
   33 18000     9
   36 15419     5
   28 16876     6
   13 15289     8
    4 16749     4
   18 17520     8
   90 18297     1
   13 17861     9
   40 17580     4
   79 17576     6
   55 18146     9
   99 22296     6
   10 20628     6
   52 18632     8
   88 17661     6
   50 21685     3
   26 22758     6
    6 17926     4
   82 15936     1
   67 17611     6
   87 20655    10
   96 18885     6
   95 22154     2
   38 16821     5
   23 19491     5
  100 15116     5
   61 16609     1
   31 20309     8
   99 22745     3
   69 22854     8
   42 18515     9
   31 16911     2
    5 14438     2
   70 21091     4
   44 17900     9
    8 16888     6
   88 14777     1
   33 21898    10
   20 20449     4
   27 18058     5
   11 15640     5
   75 14761     3
   26 16519    10
   21 21968    10
   26 19093    10
   13 19880     5
   70 19819     3
   51 18017     6
   19 23507     9
   52 21456     4
   18 21328     1
    5 20327     9
   47 16506     9
   12 19647     2
   43 22849     3
   70 21697     4
   11 20463     7
    4 15623     3
  100 18172     2
   10 19374    10
   72 14643     1
   42 22387    10
   40 21985     1
   77 14781     3
   11 19644     4
   83 16051     9
   84 17370     8
   99 20121     5
   15 23650     8
    4 23519     2
   26 14344     9
   26 15455     3
   79 14446     4
   51 16564     8
   47 23124     2
    4 19239     4
   64 22145     3
   17 19108     5
   55 22957     9
   82 21818     1
   68 16729     8
   72 20450    10
   86 18311     9
   15 18936     7
   84 16263     2
   29 17325     2
   84 16798    10
   95 22427     9
   32 18648     5
   83 20670     1
    4 17966     8
    3 18991     5
   24 19223     1
   43 16117     8
   79 19473     8
   35 15032     5
   26 17868     7
