 500
   15 14753     7
   94 23237     1
   23 21390     7
    2 16746     9
   99 20930     7
   53 16566     8
   84 18377     8
   74 22370    10
   24 15133     6
   22 23650     3
   60 18646     9
   75 22841     4
    6 23998     7
   31 15476     5
   93 22420     7
   66 22605     2
   98 20033     7
   49 18497     4
   41 16216     6
   85 17041     9
   51 18754     5
   83 16754     4
   54 17986     4
   70 18683     3
   12 23960     1
   26 18520     4
    3 15646     8
   55 20287     1
   27 18069     3
   71 18966     9
   46 16549     8
   42 18236     9
   64 17890    10
   68 23352     5
   43 20395     8
   63 24234     7
   20 15605     3
   26 24186     5
   37 22290     7
   43 16151     8
   48 23522     8
   96 16623     5
   18 14679     1
   53 23207     4
   27 17513    10
   10 22512     8
   19 21498     5
   24 22959     6
   59 16696     2
   59 23128     1
    8 15687     4
    9 20864     6
   41 15568     5
   62 19087     8
   79 15233     9
   53 15214     5
   88 23021     1
   82 16292     7
    8 20915     6
   14 16777     3
   52 20672     6
   53 22877     3
   56 20426     2
   16 23976     5
   20 21916     8
   98 16508     9
   79 23896     1
   40 22934    10
   24 16380     4
   15 21873     8
   82 14771     8
   72 15589     1
   11 23909     2
   99 14863     9
   25 24210     4
   38 17108     1
    9 22789     6
   43 21395     9
   62 15754     6
   67 15171     7
    2 20209    10
   70 16855     9
   76 21448     3
   43 21191     4
   31 21355     6
   54 22095     2
   95 21819     8
   18 20062     7
   36 23800     8
    3 18420     3
   32 22252    10
   87 20159     3
   55 16984     6
   87 18365     1
    3 19821     8
   75 24313     4
   85 20286    10
   81 19403     9
   14 22933     4
    9 22080     4
   95 16962     6
   96 23118     1
   80 23083     4
    6 16558     7
   95 23395     9
    5 22979     8
   43 19080     8
    3 21871     5
   47 20061     7
    4 20247     3
   70 22455     2
   48 15956     6
   74 22516     2
   45 19590     4
   90 22560     9
    4 19557     8
   99 17371     6
   85 20065     7
   22 15306     4
   35 16858     3
   87 23899    10
   54 22972     4
   21 22430     6
   42 16570     6
   41 17023     5
   24 17938     4
   16 16570     9
   26 22723     5
    4 22755     3
   30 15190     3
   34 20490     8
   99 15404     8
   25 23721     3
   14 19259     1
    4 17375     5
   19 22803     2
   18 17925     9
   47 21868     2
   22 20360     7
   65 23399     5
   51 17802     5
   91 18502     8
   12 15042    10
   24 16004     7
   36 23505     1
    2 23016     9
   28 20975     4
   35 16563     6
   87 18767     5
   50 21694     8
   69 18834     9
   73 18353     4
    3 20352     1
   90 16951     5
   14 20336     9
   44 22789     5
   13 20302     8
   29 22320     8
   69 21198     9
   17 18743    10
   59 22923    10
    3 17374     6
   15 19560     8
   83 22331     3
   16 22047     7
   19 22349     3
    2 20820     5
   34 15658     5
   65 19904     5
   23 16867     1
   98 14744    10
   16 23120     9
   14 20782     8
   10 15199     9
   39 14811     5
   50 19974     9
   12 23628     8
   67 21199     9
   84 21950     5
   98 18082     2
   16 18580     6
   53 16470     3
   70 21849     6
   19 14619     6
   43 18835     7
   84 17872     5
   62 22821    10
   55 14824     5
   13 15878     3
   30 19706     9
   71 18980     4
   71 24214     3
   32 22494     4
   86 23954     1
   54 22232     5
   48 20227     1
    4 21990     4
   55 18738    10
   82 21299     6
   69 17581     8
   77 21019     1
   80 21456     5
   84 16387     7
   91 17488     8
   89 22069     4
   23 16611     1
   40 22875     7
    1 21384     1
   89 23224    10
   24 20511     1
   98 15152     2
    4 17491     5
   76 22395     4
   68 22414     8
   22 17523     1
   18 16917    10
   52 15973     2
   84 16031     1
   73 17154     5
   64 17264     5
   14 21150     9
   44 21548     8
   35 17165     7
   45 19330     3
   29 21188     9
   88 15083     2
   93 15244     3
   32 18865     2
   42 19235     1
   75 21956     8
    1 21859    10
   19 15940     1
   54 19099     2
   84 23660     6
    9 18841     9
   42 16854     5
    6 15958     7
   49 17402     5
   43 23651     5
   95 14868     6
   72 23327     6
   40 24217     7
   98 17773    10
   47 21409     9
    8 22318     5
   20 20709    10
   65 23739     9
   59 23704     7
    4 22153    10
   37 16579     3
   23 16654     1
   17 18990     8
   80 23540    10
   57 19232     7
   62 23733     1
    9 20415     9
   44 19729     8
   55 14664     3
   41 14967     1
   85 14650     9
   29 22033     1
   41 22239    10
    4 16003    10
   82 16818     3
   24 21586     5
   12 20258     8
   24 19085     8
   30 22957     1
   60 23074     3
   66 18423     3
   24 23239     6
   32 22087     8
    6 18326     9
   22 16698     6
   78 19183     7
   13 16330     3
   42 22821     6
   43 18608     5
   72 15720    10
   45 20660     5
   80 20601     7
   94 17788    10
   61 15337     3
   59 19827     7
   50 22434     6
   23 14756     3
   68 15929     5
   94 17849     4
   77 14834     6
    8 16309     5
   78 17912     3
    5 22280     6
   48 23962     5
   82 19329     2
   86 14785     8
   72 21234     9
   93 15274    10
    9 19284     5
    2 19878    10
   53 23761     3
   75 23120     8
   25 18803     6
   85 21535     1
   80 17133     6
   47 20915     1
   63 16404     7
   93 18876     9
   88 19422     6
    5 20426     1
   65 20010     8
   33 15768     1
   84 16713     8
   58 23212     8
   94 16518     4
   43 21954     4
    8 21332     3
   16 16688     6
   10 23297     8
    1 14868     7
   92 16935     2
   18 15293     3
   79 18193    10
   97 14902     8
   66 14942     7
   60 22936     1
   82 15100     5
   38 21590     5
   53 23623     1
   91 19797    10
   39 17154     5
    6 23071     4
   65 18604     7
   64 21371    10
   90 20293     4
   45 21150     3
   10 17972    10
   52 22110     1
   38 15713     2
   97 22807     6
   57 18223     1
    2 21136    10
   29 23989     6
   40 20350     8
   60 20035     7
   22 16194     9
   82 17991     1
   67 17053    10
   38 18296     5
   92 16974     9
   68 17334     7
   29 20645     6
   10 17681     1
   47 20941     6
   25 20960     3
   75 18036     7
    7 19564     7
    7 21474     8
   12 15312     2
   60 18873     7
   98 16958     8
   51 17880     6
   65 17631    10
   62 20975     5
   14 14937     5
   55 23337     4
    7 17811     8
   23 18323     5
    6 21134     4
   44 18938     9
   19 16816    10
   63 15043     5
   45 15761     9
   48 16492     6
    2 20807     3
    4 21209     5
   70 18099     5
   84 24211     4
   71 23675     5
    7 21808     9
   76 16872     2
   39 16696     1
   36 18139     5
   85 19966     3
   86 23050     6
   60 14786     8
   60 23415    10
   92 18300     2
   67 21674     6
   71 24141     1
   51 22587     9
   64 24045     4
   21 17707     7
   15 15905     9
   26 20707     8
   34 18058     2
   70 14928     2
   32 23932     5
   57 21794     6
   76 21475     6
   75 18556     4
   75 24023     6
   38 21932     1
   20 19730     3
   23 16201     1
   39 18425     3
   23 16625     8
   92 19714     5
   23 18322     6
   94 15986     2
   98 17208     4
   98 20607     8
   33 18096     2
   33 20761     9
   83 16260    10
   18 16833     8
   93 20961     6
   42 15361    10
    9 20546    10
   60 18321     1
   12 15189     1
   59 18820     8
   23 18053     4
   33 18310     7
   74 20138     7
   48 24173     2
   67 21781     9
   43 20480     9
   79 23791     7
   23 19262     4
   19 17641     5
   54 18033     1
   98 18972    10
   56 15260     5
   73 23177     3
   20 20587     1
   95 19098     7
   96 15488    10
   12 15987     6
   17 22834     3
   90 16888     2
   10 18609     9
   15 19128    10
   22 20397     3
   43 15057     7
   97 20801    10
   39 22643     1
   35 21431     3
   38 21576    10
   47 18876    10
   94 15439     4
   50 22179    10
    6 23110     8
   17 18905     8
   83 16175     6
   80 18935     5
   65 18764     9
   49 23370     4
   23 15101     3
   43 18242     6
   72 18318     8
   41 18156     7
   97 21689     6
   69 22703     8
   96 18829     1
   70 20552     9
   89 18976     8
   90 23341     8
   66 21453     9
  100 20377     3
    7 21862    10
   55 23754    10
    9 14672     2
   21 16676    10
   77 19838     3
   51 15143     9
   17 22891    10
   15 18168     3
   86 21987     1
   55 20154     9
   62 22457     3
   80 22840     4
    4 18019     8
   68 21254     1
   96 17432     1
   86 19607     4
   47 15875     5
   60 21609    10
   35 18664     8
   70 16390     8
    3 15538     5
    6 22395     5
   10 19959     4
  100 22640     1
   75 20785     3
    6 24202     5
   69 18878     9
   63 15447    10
   96 23230     2
   35 16018     7
   62 21238     3
