 500
   97  7855     5
   93 23083     1
   29  9179     4
   80  8383     7
   76 30460     8
   86 26697     9
   92 12528     8
   32 10550     8
   86 27955     4
   62  7588     5
   70 15608     9
   10 32387     9
   63 16172     2
    3  9186     5
   45 14800     2
   77 26151     8
   29 29718    10
   87 32731     3
    1  7874     7
   58 21597     4
   39 31183     7
   60 18690     2
    1 18873     4
   92 26257     4
   79 31806     7
   91  8325     9
   75  7982    10
   53 21629    10
   59 27551     6
   65 28706     5
   92 27291     5
   55 27825    10
   58 18931     5
   20 28889     9
   35 28627     7
   34 16534     3
    6 22729     7
   26  8297     4
   65 19502    10
   92 17827     1
   88  8303     9
   35 27528     8
    1 17357     9
   50 16893     1
   37 29133     2
   46 24575    10
   27 10187     8
   66 25994     1
   32 24448     3
   27 10479     4
   23 14733     5
   71 22774    10
   87 21588     6
   23 26025     8
   63 16174     3
   65 20536     3
   14 26768     6
   38 16574     3
   18  9308     3
   72 21462     2
    2 12423     7
    9 29018     7
   27 16429     2
   60 23772     2
   29 25050     6
   61 12199     8
   93 32724     4
   35 14921     2
   87 12914     2
   57 19369     3
   26 25166     3
   74 13636    10
   92 14040     1
   26  9665     1
   24 22948    10
   28 10315     2
   72 26659     1
   50 25553     8
   93 28728     3
    4 18250     4
   77 28450     2
   15 10604     7
   74  8166     3
   63 17181     7
   38 29047     4
   37 16758     6
   28 30136    10
   51 22957    10
   74 25751     8
   45 31862     2
   22 11561     1
   75 30592     5
   54 28023     9
   49 20409     2
   35 21507     6
   83 20215     4
    9 25026    10
   28 21374     9
   17 27555     6
   95 30359     1
   85  7886     2
   42 19863     8
   69 11137    10
   76 14344     2
   68 21947     9
   93 26503    10
    4 17078     4
   40 15749    10
   42 19198     7
   96 12949     7
   43 26417     3
   19 14791     9
   11 15971     3
   17 27002     6
   82 24391     5
   48 12160     7
   53 10903     1
    9 21669     5
   99 27536     7
   26 29073     9
   54 20674     6
   21 31516     7
    1 26807     4
    8 15839     4
   69 19067     9
   36 15457     9
   90 28473     8
   77 11236     8
   63 29250     8
    7 23170     3
   72  8738     8
   48 29555    10
   49 10176     1
   41 12293     8
   23 11041     2
   17 24541     9
   33 31215     7
   27 20538     6
   56 32709     8
   75 17556     4
   22 25906     2
   99 26268    10
   93 24766     2
   33  9019     5
   15 20413     6
   74 16299     7
   81 13598     2
   68 23734     7
   83 30386     1
   79  8277     8
   93 19949     6
   36 18203     7
   99 32211     4
   93 13899     9
   44 26461    10
   68 18421     2
   28 21775     8
   33 22076     8
   45 22076    10
   91 18167     5
   40 12389    10
   16 23232     7
   38 14864     5
   89 14983    10
   57 27943     4
   61 18324     6
    5 31943     9
   89 26301     1
   87 31281     2
   61 31794     6
   63 11000     4
    9 24329     3
   59 25205     6
   55 28184     6
   41 25767     7
   74 12760     1
   29 11626     2
   22 31784     8
   41 28913     8
   11  9155     3
  100 32479     5
   33 16005     3
   47 19776     9
   99 31833     9
   26 22322     1
   90 13379     9
   67 17396     1
   54 11240     8
   23 27874     6
   11 31890    10
   45 21825     3
   62 32681     5
   27 22264     6
   83 29108     8
   50 14807     5
   83 17350    10
   43 14575     4
   55 13892     4
   71 10794    10
   30 12999     5
   15 12829     9
   34 14212     3
   39 29747     7
   74 30452     5
   89  9539     8
   80 22657     4
   47 10355     6
   17 13583    10
    1 21583     1
   87 31687     3
   28 15156     2
  100 21205     6
   20 14834     5
   74 27351    10
   99 20181     4
   46 29574     6
   63  7873     9
   65 29996     5
   99  7956     4
   85 28165     4
   75 29029     4
   43 22200     6
   47 27989     9
    1 18435    10
   26 18451     4
   97  9938     3
   84 28204     9
   68 25445     7
   51 16249     7
   55 31417     8
   98 30863     1
   66 21496     5
   88 12771     1
   36 27752     8
   39 19091     9
   76 14729     9
   16 17552     1
