 500
   64 14933     6
   32 14970     2
   78 13960     6
    2 13314     2
   71 20042     9
    5 14613     8
   13 24626     9
   85 25998     6
   30 14349     8
   72 19481     9
   23 14453     4
   59 26468     5
   61 13082     2
   10 18656     5
   91 21287     9
   45 24432     5
   24 14369     4
   11 16709     3
   40 17898     1
    6 18073     4
   91 17008     6
    5 14908     1
   67 18212     6
   47 20096     4
   16 25120     1
   59 18690     3
   45 16575     6
   31 17126     6
   14 13222     1
   79 19332     4
   52 20428     6
   78 15602     6
   10 21749     5
   29 21835     2
   80 16364     8
   81 14175     4
   34 23896     9
   92 13373     6
   65 12557    10
   63 25692     7
   63 20302     5
   88 14458     3
   21 24544     1
   24 20831     6
   97 20562     8
   11 18214    10
   69 17647    10
   21 22378     2
   22 22371     2
    8 22992     1
   26 12834     6
   13 26826     8
   13 25348     1
   93 18494     2
   59 19305     1
   28 22852     2
   51 24632     4
    3 23328     7
   59 27425     7
   65 25301     4
   82 15044    10
   10 20237     3
   42 13287    10
   92 24241     5
   38 14455     4
   21 17098     7
   72 25863     8
   71 25798     3
   12 17918     3
   37 25868     7
   34 23874     9
   75 25668     7
   24 12710    10
   55 20801    10
   99 18883     2
   21 20719     8
   65 26463    10
   67 23977     1
   42 15481     9
   87 21217     1
   75 19352     2
   67 15762     4
   99 20427     9
   87 17083     3
   59 21704     5
   58 27180    10
   15 27382     4
   10 18720     9
   61 22892     6
   73 27191     1
   75 16404     2
   42 25383     5
   83 19811     3
   16 17138     1
   33 22008    10
   20 21714     6
   37 21684     8
    4 20255     7
   91 19895     9
   49 27050    10
   40 18506     4
   25 16153     7
   23 25101     6
   64 18664     4
   79 24401     7
   22 16368     7
   85 26830     1
   44 23248     6
   88 12728     8
   26 14695     9
   30 16849     6
   63 19527     9
   93 17904     3
   28 24724     5
   50 24058     2
   52 27056     8
   85 24287     4
   64 23824     5
   62 18159     6
   45 19563    10
   37 23398     5
   36 22011     7
   87 17330     4
   19 15593     7
   52 26597     8
   19 26785     4
   39 24754     3
   88 20664     5
   23 19423     1
   30 17032     2
   36 20098     4
   63 25377     4
   54 20633     8
   59 17582     9
   27 16424     7
   33 17418     5
   80 21397     6
   12 15638     8
   76 13049    10
   68 21573     3
   37 17780     6
    5 17346     6
   30 13484     2
   30 23132     9
   33 14453    10
   79 24990     3
   81 22572     6
   17 26188     4
   43 21197     8
   43 13115     1
   62 18135     3
   79 16979     2
   78 22573     8
   48 22912     7
   98 20019     9
   30 21554     6
   67 22081    10
   36 17156     2
   17 14602    10
   89 13888    10
   66 21636     3
   53 22147     4
   51 26712     4
   20 14652     1
   12 27177     3
   78 15520     1
   52 19518     5
   91 20958     8
   89 18606     8
   27 20014     5
   59 14914     1
   26 23834     4
   32 24808    10
   89 15845     3
   55 19350     2
   64 26708    10
   68 13218     6
   36 14305     8
   81 25280     3
   10 21863     3
   78 14867     9
   42 15798     5
   89 26290     5
   56 24888     6
   89 26157     2
   86 18693     3
   85 18825     2
   56 20622     1
   22 23296     5
    2 20874     2
   44 21957    10
   88 17316     8
   55 15404     5
   95 21053     3
    7 19416     8
   66 14964     7
   72 24021     3
   58 26381     3
   57 23369     5
   60 15010     1
   85 18779     8
   15 25731     6
   85 26291     4
   17 15970     8
    3 13960     8
   39 18024     5
   80 15062     7
   71 14626     3
   75 19777     2
   60 12725    10
   80 23937     6
   53 22091     1
    2 15970     5
   69 22610    10
    8 19362     6
   91 14511     6
   55 13686     3
   93 25635     8
   46 22580     6
   77 24430     7
   95 18892     9
   89 16921     6
   64 14129     4
   49 21744     3
   83 25421     9
   70 20993     2
   15 24156    10
   55 21825     2
   28 19757     5
   71 19909     5
   14 24282     2
   12 25983     2
   86 18023    10
   99 22957     5
   28 14337    10
   88 19430     8
   38 13365    10
    8 16846     6
   59 21504    10
   12 20589     2
   68 17019     6
   39 17824     6
   64 15064     2
   69 20436    10
    7 12817     5
   72 21874     8
   59 22394     6
   62 13951     8
   65 19892     5
    4 17358     2
   38 25828     5
   59 26232     3
   93 21726     7
    1 27405     9
    8 20359     6
   76 19530     6
   71 20781     1
   22 16898     6
   30 13739     7
   98 12922     5
   92 24254    10
   44 25469     9
   10 26353     7
   77 14661    10
   42 20809     4
   37 13073     6
   65 21539     7
   79 21622     4
   45 17367     2
   24 15426     7
   91 14595     5
   12 21833     7
   62 20698     2
   54 17106     7
   80 14652     7
   68 20962     7
   26 26428     5
   39 24494     2
   29 22361     4
   90 18704     9
   43 14236     3
   67 20573     8
   48 17319     2
   35 23409    10
   67 20361     7
   56 25126     8
   10 15323     5
   37 13526     7
   77 14408     4
   40 16509     2
   34 13895     1
   69 26109     4
   83 14361     1
   43 12632     8
   46 13154     3
   25 22618     4
   80 13153     4
   11 22140    10
    3 16623     7
   25 17967     5
   34 25014     6
   94 18666     2
   36 27248     2
   95 18095     8
   47 23220     9
   16 14284     8
   63 26505     4
   72 22031     3
   54 26225    10
   91 21250     8
   62 13118     2
   96 12845     3
   58 14206     6
    9 17885     4
   31 23701     2
   24 22015     2
   64 15394     1
   41 26472     7
   61 22988     8
   41 17249     5
   80 15365     9
   95 24331     9
    9 15742     8
   63 17174     9
   38 24410     7
   55 16344    10
   87 27239     3
   17 25010    10
   65 25932     9
   90 16246     9
   41 15361     4
   98 23329     5
   83 22359     1
   77 14992     5
   93 13808     2
   30 17963     9
   92 16723     3
   55 12697     5
    2 27441     2
   46 15332     2
   46 21394     3
   63 12943     3
   41 15624     4
    3 23047     8
   72 18276     7
   72 26773     6
   27 17445    10
   36 21117     7
   12 25628     3
   87 12817     7
   76 25814     2
   91 13376     1
   81 24596     6
   85 13940     9
   54 17997    10
   18 21389     2
   39 17731     8
   40 17620     2
   35 18783     1
    4 16046     7
   30 21314     1
   76 21592     5
    2 26823     1
   13 16056     2
   52 24031    10
   94 13015     3
   42 21466    10
   44 13137     2
   49 13159     7
   44 21291     1
   89 15917     4
   94 22001    10
    6 21682     4
   30 18988     8
   97 17431     7
   77 27405    10
    1 18144     3
   23 22324     7
   13 20906     7
   13 16156     6
   10 22589     4
   88 19104     8
    4 16980     7
   91 19568     9
   73 20491     6
   57 22425     6
    9 13341     1
   12 25670     4
   96 27492     8
   43 19572     1
   15 14100     1
   26 21190     8
   19 13547     6
   16 13307     2
   38 24694     9
   71 25025     5
   10 13769     4
   79 18543     9
   14 25610     6
   58 14376     1
   22 27282    10
    3 13910    10
   52 23824    10
   28 21347     4
   33 20346     7
   48 13639     7
    5 21136     3
   34 25938    10
   71 23411     3
   17 14426    10
   46 14477     5
   80 18383     6
    5 20977     8
   49 18904     1
   70 25399     5
   77 13852     4
    5 13713     7
   78 26187     5
   89 26969     7
    1 13589     4
   21 18142     6
    3 13453     8
   27 22226     2
   40 19137     1
   19 14207     9
   64 19303     1
   10 16546     5
   29 15424     3
   43 25294    10
   24 14540     1
   87 17247     3
   65 24959     9
   26 15898    10
   38 13455     2
   92 18690     2
   59 23691     7
   86 14541     9
   96 27274     5
   92 22012     6
   57 25399     1
   13 14083     5
   38 23937     1
   36 16166     7
   17 22507     2
   86 15225     1
    6 13948     1
   94 23806     5
   91 16385     8
   84 27582     5
   83 23159     2
   92 17421     1
    5 18108     1
   86 24060     9
   18 27094     3
   44 24693     1
    5 25714     8
   82 18781     3
   54 13622     6
   33 13522    10
   24 16458     3
   77 15610     6
   19 18217     2
   88 13801     1
    3 18955     6
   57 19119     4
   80 19938     3
   61 15030     2
   42 21107     3
   75 19596     8
   53 24489     8
   98 18890     3
   88 21126     2
   90 20810     8
   34 22503    10
    5 16016     4
   76 23482     9
   40 23898    10
   99 27270     8
   66 27314     6
   24 23864     5
   81 22813    10
   58 17119     7
   28 14356     5
   66 19256     8
   76 16597    10
   72 26496     5
   70 17354     6
   57 22825     3
   25 27566    10
    2 18324     5
   81 26730     5
    1 15559     6
   21 23988     7
   68 12915     6
    4 21961     1
   77 15490     1
   47 20300     9
   64 24438     3
   19 24044     4
   22 27344     6
