n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606.0,606.0,450.2,1.0,0.4278310035955776,0.0,2.9339727599999996,14.44328892,2.5301402399999993
40,2,6,27343,0.0,3886.0,3886.0,507.2,1.0,0.7091979665468603,0.0,2.480141639999999,18.905441999999997,2.1548703599999994
40,2,11,26561,0.0,9617.0,9617.0,382.2,1.0,0.7778773389263252,0.0,1.1092413600000008,17.33046504,1.0225746000000002
40,2,16,28623,0.0,38356.0,38356.0,27891.8,1.0,0.8044859029170777,0.0,95.44054415999999,112.92685428,71.90597736000004
40,2,21,20451,0.0,41048.0,41048.0,543.6,1.0,0.9999999999511026,0.0,1.0090851599999995,11.83606116,1.00566324
40,2,26,29758,0.0,87.0,87.0,156.2,1.0,0.9999999999663955,0.0,0.5182765200000006,9.624918840000001,0.5151195599999998
40,2,31,34158,0.0,3812.0,3812.0,1423.2,1.0,0.6630481878136001,0.0,10.2996444,25.895180039999996,8.912078159999995
40,2,36,31597,0.0,10713.0,10713.0,10036.8,1.0,0.8272684115318775,0.0,39.4461804,62.56985483999999,31.253726399999987
40,2,41,30865,0.0,30802.0,30802.0,525.6,1.0,0.9517252551125314,0.0,1.5558644399999995,20.318887559999997,1.5042974399999995
40,2,46,17388,0.0,34146.0,34146.0,621.6,1.0,0.9996319300092228,0.0,1.1217907199999997,14.51669832,1.11877236
40,2,51,34810,0.0,0.0,0.0,1.0,1.0,0.9999999999712725,0.0,0.029070839999999976,0.13538963999999998,0.025281239999999962
40,2,56,31487,0.0,1279.0,1279.0,401.2,1.0,0.5505002064169181,0.0,2.34490392,18.46711968,1.883669519999999
40,2,61,34784,0.0,11488.0,11488.0,53528.6,1.0,0.7061465041195335,0.0,178.21287683999998,200.35513428,138.87945335999996
40,2,66,34477,0.0,35279.0,35279.0,80952.4,1.0,0.7560228557949931,0.0,340.38917076,360.04401672,267.8841478800001
40,2,71,25074,0.0,47952.0,47952.0,4670.0,1.0,0.8941373533981759,0.0,10.524531360000001,27.339721559999997,8.13249683999999
40,2,76,31206,0.0,0.0,0.0,1.0,1.0,0.9999999999679549,0.0,0.026305679999999998,0.1250136,0.022303679999999958
40,2,81,33177,0.0,571.0,571.0,2523.6,1.0,0.6214968200674715,0.0,11.649862800000001,38.02461228,9.382399919999994
40,2,86,35968,0.0,6048.0,6048.0,5010.8,1.0,0.888823398551801,0.0,14.833425240000002,37.681584120000004,11.762881319999986
40,2,91,35659,0.0,26075.0,26075.0,542.0,1.0,0.9999999999719564,0.0,1.56278124,20.67343632,1.5567634800000008
40,2,96,31251,0.0,66116.0,66116.0,700.4,1.0,0.949627211898831,0.0,1.6674668400000001,15.144168959999998,1.5931178400000012
40,2,101,37197,0.0,0.0,0.0,1.0,1.0,0.9999999999731161,0.0,0.03471227999999996,0.14249772,0.030320759999999974
40,2,106,41040,0.0,0.0,0.0,1.0,1.0,0.9999999999756335,0.0,0.03176015999999997,0.13766795999999998,0.027822720000000002
40,2,111,42861,0.0,17936.0,17936.0,4970.4,1.0,0.923781526307744,0.0,15.1025058,37.6705014,11.859606479999995
40,2,116,34489,0.0,25870.0,25870.0,9666.8,1.0,0.8154715996168207,0.0,28.004458919999998,48.53824644,23.04115404000001
40,2,121,34422,0.0,64516.0,64516.0,852.0,1.0,0.9573121840405173,0.0,2.1153934800000007,16.93093236,1.9773499200000004
40,4,1,14910,0.0,439.0,439.0,192.2,1.0,0.645150905389326,0.0,0.26734307999999896,20.31907104,0.22731851999999972
40,4,6,15247,0.0,2374.0,2374.0,330.2,1.0,0.8272840558255863,0.0,0.5748781199999988,20.84214648,0.4715809200000029
40,4,11,15629,0.0,5737.0,5737.0,262.4,1.0,0.8984707914198944,0.0,0.33207948000000004,17.944975680000002,0.3107060400000001
40,4,16,17032,0.0,21493.0,21493.0,2970.6,1.0,0.9146312822384551,0.0,5.039540520000001,22.36838196,3.3673854000000114
40,4,21,13379,0.0,22793.0,22793.0,298.2,1.0,0.999999999925256,0.0,0.43927812000000055,12.616581360000001,0.43555895999999994
40,4,26,16423,0.0,88.0,88.0,133.6,1.0,0.9999999999391098,0.0,0.13877831999999968,16.606648919999998,0.13646867999999962
40,4,31,18383,0.0,2525.0,2525.0,782.0,1.0,0.7612141652199741,0.0,3.1863596400000005,25.71691596,2.63669004
40,4,36,18607,0.0,6420.0,6420.0,3382.4,1.0,0.7919062717906215,0.0,13.423128000000002,38.74290972,10.35127415999997
40,4,41,18174,0.0,17685.0,17685.0,8477.2,1.0,0.7874325959729596,0.0,30.23320596,48.87013344,22.806179039999986
40,4,46,13050,0.0,19124.0,19124.0,359.4,1.0,0.9997088121839303,0.0,0.4224463199999994,14.66248896,0.42002147999999984
40,4,51,18529,0.0,0.0,0.0,1.0,1.0,0.9999999999460305,0.0,0.011800679999999977,0.06253007999999997,0.009422519999999976
40,4,56,17262,0.0,826.0,826.0,749.6,1.0,0.5540030123650792,0.0,5.081396879999999,25.98333672,4.159203959999996
40,4,61,18932,0.0,7357.0,7357.0,8396.8,1.0,0.8428480878489939,0.0,20.056266479999998,45.07383828,14.5609422
40,4,66,19270,0.0,20251.0,20251.0,394.2,1.0,0.9592527243923584,0.0,0.7697511600000009,19.594990919999994,0.7187091600000011
40,4,71,16927,0.0,26740.0,26740.0,314.8,1.0,0.9999999999409228,0.0,0.6050772,15.90514728,0.6020968800000004
40,4,76,17050,0.0,0.0,0.0,1.0,1.0,0.9999999999413489,0.0,0.009349799999999988,0.04752408,0.007808639999999987
40,4,81,18484,0.0,564.0,564.0,1175.6,1.0,0.8297771044779388,0.0,2.8944221999999997,30.580898159999997,2.152414440000008
40,4,86,18851,0.0,4725.0,4725.0,319.4,1.0,0.9698477533833831,0.0,0.5277886800000005,28.959572279999996,0.49389983999999976
40,4,91,19342,0.0,15569.0,15569.0,1234.4,1.0,0.934867128480257,0.0,2.3022979199999996,26.436853439999993,1.8362517600000055
40,4,96,18399,0.0,36266.0,36266.0,294.6,1.0,0.9999999999456491,0.0,0.4951144800000004,15.330891959999999,0.49211915999999983
40,4,101,19349,0.0,0.0,0.0,1.0,1.0,0.9999999999483176,0.0,0.011701919999999977,0.05521559999999999,0.009591959999999965
40,4,106,21400,0.0,0.0,0.0,1.0,1.0,0.9999999999532709,0.0,0.012611999999999965,0.06107423999999999,0.010613159999999964
40,4,111,22102,0.0,11263.0,11263.0,1253.0,1.0,0.856764093708408,0.0,3.0138188400000003,32.40494376,2.395250279999999
40,4,116,19551,0.0,15566.0,15566.0,4206.8,1.0,0.888691115498507,0.0,9.975293160000001,32.54756784,7.381574280000004
40,4,121,19852,0.0,35751.0,35751.0,2221.0,1.0,0.9088454563314101,0.0,4.25749236,21.10277148,3.252754919999989
50,2,1,43076,0.0,1268.0,1268.0,917.8,1.0,0.3816974649368164,0.0,16.9846404,31.740786959999998,14.699983200000005
