n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,rel_error_AFFS,rel_error_AFFC,rel_error_AFBS,rel_error_AFBC,rel_error_AFZFS,rel_error_AFZFC,rel_error_AFZBS,rel_error_AFZBC,rel_error_TI,rel_error_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,1,31671,31671,31671,31671,23446,23446,23446,23446,0,0,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,584,584,584,584,584,584,584,584,584,584,606,606,606,606,606,606,606,606,606,606,172,163,167,165,152,165,167,165,140,158,False,False,False,False,False,False,False,False,False,False,0.5388210034246212,0.5391367496909116,0.5390736004376536,0.5380947870121532,0.38957604707030724,0.38991725665828214,0.38957604707030724,0.38906423268834495,0.0,0.0,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.725108,0.879508,0.542048,0.693983,1.01473,1.227402,0.946101,1.198025,0.333323,1.818591,0.414095,0.530221,0.26122,0.426256,0.745034,0.9463959999999999,0.578669,0.856783,0.076257,1.517263
40,2,6,30237,30237,30237,30237,23867,23867,23867,23867,0,0,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,225,198,260,208,225,198,260,208,220,223,False,False,False,False,False,False,False,False,False,False,0.7378046763654528,0.7400866487832759,0.7371763071489508,0.7373085954050564,0.6914149243435951,0.6909959357820004,0.6909959357820004,0.690870239213522,0.0,0.0,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,1.3067959999999998,1.559743,1.201283,1.252229,1.827504,2.0945169999999997,1.815916,1.8936389999999999,0.725013,3.254814,0.727213,0.966512,0.612672,0.675337,1.2531940000000001,1.492523,1.222768,1.306194,0.231667,2.696768
40,2,11,27102,27102,27102,27102,20638,20638,20638,20638,0,0,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9617,9617,9617,9617,9617,9617,9617,9617,9617,9617,223,241,237,212,223,241,237,212,266,216,False,False,False,False,False,False,False,False,False,False,0.7787248173279195,0.7858091653462546,0.7833739207149519,0.7852925983032509,0.7619924410910944,0.7662564201586269,0.7641244306248607,0.7664986916965549,0.0,0.0,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,1.230269,1.6473630000000001,1.043427,1.1321290000000002,1.728545,2.221186,1.6855470000000001,1.742632,0.877275,3.265286,0.6330399999999999,1.056323,0.504794,0.5728840000000001,1.112311,1.611448,1.0650899999999999,1.17267,0.31400700000000004,2.6911509999999996
40,2,16,28437,28437,28437,28437,21283,21283,21283,21283,0,0,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0022733805424041964,0.002037724018486409,38273,38273,38273,38273,38273,38273,38273,38273,38269,38278,38356,38356,38356,38356,38356,38356,38356,38356,38356,38356,319,314,308,312,319,314,308,312,322,305,False,False,False,False,False,False,False,False,False,False,0.8045504096492404,0.8064141786824766,0.8033547842316927,0.8053240496253007,0.8032702156273425,0.8049617064885137,0.802001597481464,0.8050086923457686,0.0,0.0,0.002169,0.002169,0.002169,0.002169,0.002169,0.002169,0.002169,0.002169,0.002273,0.002038,1.767193,2.439483,1.532692,1.783302,2.738354,3.092648,2.430847,2.696416,1.415589,4.787432,0.999818,1.5604790000000002,0.778543,1.00558,1.8239779999999999,2.278485,1.50575,1.8878540000000001,0.552874,3.902243
40,2,21,21522,21522,21522,21522,12993,12993,12993,12993,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8725819800047303e-05,0.0,41048,41048,41048,41048,41048,41048,41048,41048,41046,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,411,401,410,425,410,317,410,425,439,342,True,True,True,True,True,True,True,True,False,True,0.999999999953536,0.999999999953536,0.999999999953536,0.9952606634608652,0.9999999999230355,0.9473562686871887,0.9999999999230355,0.9775263602726447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9e-05,0.0,2.193941,2.603723,2.053157,2.272984,2.8300669999999997,2.807257,2.642913,2.2755509999999997,1.848364,4.851144000000001,1.322851,1.7797880000000001,1.1669450000000001,1.4303059999999999,1.98585,1.940323,1.783598,1.749106,1.039287,4.005178
40,2,26,34385,34385,34385,34385,28561,28561,28561,28561,0,0,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,82,82,82,82,82,82,82,82,82,82,87,87,87,87,87,87,87,87,87,87,116,107,113,108,113,110,113,108,113,104,False,False,False,False,False,False,False,False,False,False,0.4474043914367484,0.4735785953039529,0.47299694632912614,0.44786971061660985,0.3393788732768678,0.37026014493994397,0.3701200938212906,0.34056930778542177,0.0,0.0,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.5916710000000001,0.9436459999999999,0.414945,0.6834319999999999,1.211207,1.265192,1.003282,1.130077,0.325973,1.894986,0.335874,0.620717,0.200628,0.388953,0.8897079999999999,1.02159,0.675561,0.813391,0.081265,1.547375
40,2,31,35137,35137,35137,35137,29174,29174,29174,29174,0,0,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.016262330001966595,0.01436934535825081,3758,3758,3758,3758,3758,3758,3758,3758,3751,3758,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,219,228,209,224,219,211,209,224,215,214,False,False,False,False,False,False,False,False,False,False,0.6621510088891439,0.6726242991526703,0.6875658137949294,0.686968153209239,0.622300678665171,0.6673065057699559,0.6538013299289162,0.6538013299289162,0.0,0.0,0.014369,0.014369,0.014369,0.014369,0.014369,0.014369,0.014369,0.014369,0.016262000000000002,0.014369,1.366268,1.98288,1.1947370000000002,1.082767,2.322897,2.639224,1.375253,1.8621279999999998,0.880922,3.850811,0.690681,1.282961,0.502943,0.5739529999999999,1.5774700000000001,1.904457,0.859427,1.323289,0.237141,3.107558
40,2,36,31908,31908,31908,31908,27431,27431,27431,27431,0,0,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.005160442854981758,0.0047833427079503445,10662,10662,10662,10662,10662,10662,10662,10662,10658,10662,10713,10713,10713,10713,10713,10713,10713,10713,10713,10713,267,253,262,258,267,253,262,258,277,252,False,False,False,False,False,False,False,False,False,False,0.8308261250836522,0.8299486022054047,0.8320797291954344,0.8302620032333502,0.8478363894554396,0.8461229994952381,0.8494404140990325,0.8477999343499034,0.0,0.0,0.004783,0.004783,0.004783,0.004783,0.004783,0.004783,0.004783,0.004783,0.0051600000000000005,0.004783,2.364472,2.730216,1.499522,2.322589,2.943082,3.4454260000000003,2.708959,3.080264,1.7815169999999998,4.900436,0.957102,1.327086,0.5330229999999999,0.9315829999999999,1.74964,2.007868,1.31784,1.617593,0.420588,3.440818
40,2,41,31152,31152,31152,31152,24912,24912,24912,24912,0,0,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,30798,30798,30798,30798,30798,30798,30798,30798,30798,30798,30805,30805,30805,30805,30805,30805,30805,30805,30805,30805,452,432,441,432,452,432,441,432,463,415,False,False,False,False,False,False,False,False,False,False,0.9196199280649839,0.9248523368989198,0.9169555726464768,0.9203903440896125,0.9317196531417903,0.9345295439573487,0.9277055234052783,0.9329238920627438,0.0,0.0,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,2.81717,3.370732,1.8404790000000002,2.724767,3.102507,4.554914,2.5894150000000002,3.951863,1.575807,5.137616,1.8949,2.438016,1.107344,1.7713009999999998,2.452253,3.582894,1.9504139999999999,2.9771650000000003,0.838667,4.4669669999999995
40,2,46,18135,18135,18135,18135,12109,12109,12109,12109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,555,545,597,501,513,542,597,501,544,442,True,True,True,True,True,True,True,True,True,True,0.999999999944858,0.999999999944858,0.999999999944858,0.9086297214828437,0.9999999999174167,0.9754727887541933,0.9999999999174167,0.946486084652202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409752,2.8443,2.351528,1.8259279999999998,3.084309,3.613607,2.6149400000000003,2.402592,1.40467,5.088623999999999,1.8096880000000002,2.2445459999999997,1.754786,1.214576,2.470166,3.025589,2.202609,1.975916,0.963404,4.477723999999999
