n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606,606,427,True,0.42814512327516313,0.0,1.9129919999999991,28.45701,1.4373840000000015
40,2,6,27343,0.0,3886,3886,369,True,0.7264016384183739,0.0,1.7152809999999974,35.949014,1.4090960000000052
40,2,11,26561,0.0,9617,9617,815,True,0.7759497006597662,0.0,3.4562550000000054,36.184373,2.700907000000008
40,2,16,28623,0.0,38356,38356,27508,True,0.804947070509557,0.0,114.396549,150.69875199999998,70.51164900000015
40,2,21,20451,0.0,41048,41048,431,True,0.9999999999511027,0.0,1.1437190000000008,17.846163999999998,1.1394590000000022
40,2,26,29758,0.0,87,87,141,True,0.9999999999663955,0.0,0.3924570000000002,15.818735,0.3877480000000002
40,2,31,34158,0.0,3812,3812,1302,True,0.688945488591576,0.0,5.088751000000002,31.205812,3.428573999999987
40,2,36,31597,0.0,10713,10713,8663,True,0.8252998702147261,0.0,25.208876000000004,59.849863000000006,16.631824999999985
40,2,41,30865,0.0,30802,30802,386,True,0.9391543819556405,0.0,1.6514750000000047,43.107946000000005,1.5540169999999949
40,2,46,17388,0.0,34146,34146,508,True,0.999999999942489,0.0,1.7920659999999984,21.799795,1.786798000000001
40,2,51,34810,0.0,0,0,1,True,0.9999999999712726,0.0,0.0393679999999999,0.185432,0.03227
40,2,56,31487,0.005503144610824335,1272,1279,318048,False,0.5513068885396732,0.0055031446497616,7122.225748,7146.970906,1424.418261999998
40,2,61,34784,0.0,11488,11488,23653,True,0.702708141654131,0.0,110.985884,161.952281,69.86015699999948
40,2,66,34477,0.0,35279,35279,40013,True,0.7518635611929152,0.0,192.503561,233.052773,119.67681200000044
40,2,71,25074,0.0,47952,47952,3296,True,0.8979022094241883,0.0,10.376224999999998,44.134219,7.663828000000016
40,2,76,31206,0.0,0,0,1,True,0.9999999999679549,0.0,0.036107,0.1323149999999999,0.0302919999999999
40,2,81,33177,0.0,571,571,2183,True,0.6204298158175715,0.0,12.227768000000005,63.081121,8.03436799999997
40,2,86,35968,0.0,6048,6048,4179,True,0.8771407917905599,0.0,16.023676000000002,67.381767,11.909999999999997
40,2,91,35659,0.0,26075,26075,465,True,0.9999999999719565,0.0,2.293077000000004,46.506351,2.284352000000005
40,2,96,31251,0.0,66116,66116,838,True,0.9509775686873707,0.0,3.148495000000004,35.002886000000004,2.775071999999998
40,2,101,37197,0.0,0,0,1,True,0.9999999999731161,0.0,0.0454489999999999,0.17399,0.0375439999999999
40,2,106,41040,0.0,0,0,1,True,0.9999999999756335,0.0,0.045413,0.186179,0.0380069999999999
40,2,111,42861,0.0,17936,17936,4797,True,0.9209304495713835,0.0,12.505462,50.692587,8.902365999999986
40,2,116,34489,0.0,25870,25870,13295,True,0.8225811127947293,0.0,37.86904800000001,72.590608,25.160240999999928
40,2,121,34422,0.0,64516,64516,799,True,0.9453837661685729,0.0,2.1697740000000003,25.897214,1.9979690000000008
40,4,1,14910,0.0,439,439,173,True,0.6315224680998308,0.0,0.4255640000000013,45.805834,0.3585220000000006
40,4,6,15247,0.0,2374,2374,243,True,0.8220633566719969,0.0,0.4383630000000025,34.731644,0.3625839999999982
40,4,11,15629,0.0,5737,5737,248,True,0.871073005254906,0.0,0.6570329999999984,45.686063,0.5966689999999985
40,4,16,17032,0.0,21493,21493,1132,True,0.9161578205192485,0.0,3.154836999999993,40.257152,2.108294999999984
40,4,21,13379,0.0,22793,22793,329,True,0.999999999925256,0.0,0.8446509999999989,33.220150000000004,0.8372869999999963
40,4,26,16423,0.0,88,88,138,True,0.9999999999391098,0.0,0.225916999999999,27.999318,0.2216589999999989
40,4,31,18383,0.0,2525,2525,578,True,0.0,0.0,2.718816000000004,55.238494,1.688440000000007
40,4,36,18607,0.0,6420,6420,2745,True,0.7897565431939724,0.0,7.130719000000006,50.996788,4.233882999999963
40,4,41,18174,0.0,17685,17685,814,True,0.7873885770448229,0.0,2.7998799999999946,46.768659,1.8967029999999951
40,4,46,13050,0.0,19124,19124,362,True,0.9999999999233716,0.0,0.8611600000000017,22.388557,0.8575870000000023
40,4,51,18529,0.0,0,0,1,True,0.9999999999460305,0.0,0.028383,0.1212199999999999,0.022109
40,4,56,17262,0.0,826,826,790,True,0.550515583330407,0.0,3.7689689999999993,53.621613,2.1917939999999945
40,4,61,18932,0.0,7357,7357,4688,True,0.8386330022798102,0.0,14.457022000000007,75.39604,8.919564000000008
40,4,66,19270,0.0,20251,20251,368,True,0.9599377269870297,0.0,0.7542110000000015,30.817821,0.7188319999999954
40,4,71,16927,0.0,26740,26740,324,True,0.9999999999409228,0.0,0.9589219999999976,26.272585000000003,0.9506280000000018
40,4,76,17050,0.0,0,0,1,True,0.9999999999413489,0.0,0.0223509999999999,0.0906249999999999,0.0178159999999999
40,4,81,18484,0.0,564,564,935,True,0.8316381735105152,0.0,3.3670010000000015,77.682282,2.218886000000026
40,4,86,18851,0.0,4725,4725,391,True,0.9641928809631217,0.0,1.327811000000004,47.862680000000005,1.2054950000000204
40,4,91,19342,0.0,15569,15569,1044,True,0.946230999847677,0.0,1.6167110000000022,59.284318,1.259730999999988
40,4,96,18399,0.0,36266,36266,270,True,0.9999999999456493,0.0,0.8091689999999971,34.762966,0.8012999999999976
40,4,101,19349,0.0,0,0,1,True,0.9999999999483177,0.0,0.0232139999999999,0.0930609999999999,0.0185229999999999
40,4,106,21400,0.0,0,0,1,True,0.999999999953271,0.0,0.0265119999999999,0.0986689999999999,0.0217439999999999
