NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_001,40,2,26.870298311114311,26.416668999999999,8.9395409999999984,5.9403540000000028,0.85858699999999999,17.313199000000001,0.16324600000000089,5.9285990000000552,4.1156829999999829,0,606,606,0.037671232812206794,606,584,467,182,3,21/07/10,10000,1,0.80000000000000004,4,50934,28274,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_001,40,2,27.222608559764922,26.889175000000002,8.7079140000000024,5.9219250000000017,0.87240800000000007,18.055828000000002,0.1212719999999976,5.9021549999999863,4.0237899999999875,0,606,606,0.037671232812206794,606,584,529,184,3,21/07/10,10000,1,0.80000000000000004,4,50934,28247,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_006,40,2,20.450087074190378,20.144904,4.7672720000000002,2.0617910000000066,0.99420600000000015,15.274572000000001,0.098539000000000598,2.0551089999999768,0.711938999999985,0,3886,3886,0.0028387096766867848,3886,3875,518,268,3,21/07/10,10000,1,0.80000000000000004,4,54684,14945,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_006,40,2,31.63690506387502,30.979419,8.1769929999999995,2.8727300000000113,1.0253529999999991,22.674648999999999,0.12328700000000126,2.8612950000000126,1.188337999999959,0,3886,3886,0.0028387096766867848,3886,3875,498,218,4,21/07/10,10000,1,0.80000000000000004,4,54684,14167,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_011,40,2,17.298259673640132,17.001667999999999,2.214694999999999,1.0931809999999977,0.63238999999999912,14.685956000000001,0.096019000000000077,1.090712999999992,0.25535800000000641,0,9617,9617,0.0026063386152412075,9617,9592,390,225,1,21/07/10,10000,1,0.80000000000000004,4,53120,10856,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_011,40,2,21.582148244604468,20.840727999999999,6.0917889999999986,2.2494529999999902,0.92710699999999946,14.637026000000001,0.10819299999999998,2.2445239999999842,0.72737500000000388,0,9617,9617,0.0026063386152412075,9617,9592,489,247,2,21/07/10,10000,1,0.80000000000000004,4,53120,10836,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_016,40,2,113.97795501817018,111.187327,94.827549000000005,35.393403999999961,1.6590050000000005,16.263427999999998,0.091367999999999228,35.32646699999988,20.661373999999959,0,38356,38356,0.0020639026046434176,38356,38277,4478,364,10,21/07/10,10000,1,0.80000000000000004,4,57244,10372,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_016,40,2,334.91600048262626,324.842647,307.93910999999997,120.64334000000071,2.0211670000000019,16.799955000000001,0.099893999999999039,120.33547200000531,59.409285000000345,0,38356,38356,0.0020639026046434176,38356,38277,32772,358,95,21/07/10,10000,1,0.80000000000000004,4,57244,10374,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_021,40,2,13.691716339439154,13.590344,1.4637879999999992,1.4583850000000016,1.4583889999999986,12.063522000000001,0.058917000000000996,1.4571840000000016,0.57874700000000345,0,41048,41048,0,41048,41048,430,430,0,21/07/10,10000,1,0.80000000000000004,4,40900,0,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_021,40,2,16.043713819235563,15.884553,1.8902380000000001,1.8846100000000003,1.8846119999999988,13.922873000000001,0.067522000000000304,1.882854000000016,0.57434200000000324,0,41048,41048,0,41048,41048,564,564,0,21/07/10,10000,1,0.80000000000000004,4,40900,0,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_026,40,2,13.755466642789543,13.634433000000001,0.88673900000000039,0.88184299999999993,0.88184400000000096,12.586575,0.15816799999999986,0.88121199999999078,0.24049600000000027,0,87,87,0,87,87,146,146,0,21/07/10,10000,1,0.80000000000000004,4,59514,0,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_026,40,2,11.965358104556799,11.840363,0.79204900000000045,0.78403300000000087,0.78403499999999937,10.914986000000001,0.12862300000000104,0.78343099999999843,0.18597899999999967,0,87,87,0,87,87,154,154,0,21/07/10,10000,1,0.80000000000000004,4,59514,0,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_031,40,2,28.797627067193389,28.298594999999999,11.14744,7.3288920000000033,1.0183889999999991,17.039774000000001,0.11083700000000007,7.3113289999999438,4.5707690000000163,0,3812,3812,0.014369345392663825,3812,3758,1060,251,3,21/07/10,10000,1,0.80000000000000004,4,68314,21082,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_031,40,2,44.622692757286131,44.103355000000001,17.870814000000003,12.172067000000055,1.5905599999999964,26.060134000000001,0.1633400000000016,12.133339000000053,7.9105900000000382,0,3812,3812,0.014369345392663825,3812,3758,1098,251,4,21/07/10,10000,1,0.80000000000000004,4,68314,22217,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_036,40,2,92.772685374133289,89.861794000000003,65.640597999999997,31.790280000000092,1.3318450000000013,24.117379,0.099688000000000443,31.676005999999898,16.880549000000457,0,10713,10713,0.0049718574104153975,10713,10660,7497,334,32,21/07/10,10000,1,0.80000000000000004,4,63192,10218,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_036,40,2,112.46247851196676,108.875218,74.049365999999992,39.731101000000045,2.2144199999999969,34.672025000000005,0.1533850000000001,39.586645999999412,22.915973000000093,0,10713,10713,0.0049718574104153975,10713,10660,8003,380,29,21/07/10,10000,1,0.80000000000000004,4,63192,10002,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
