NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt100_031,100,2,284.44937621522695,281.761786,151.414532,81.99043900000004,22.081909999999993,129.0337,1.2717629999999929,81.51662599999887,35.18239399999996,0,12729,12729,0.000314341846733647,12729,12725,2321,696,5,21/07/11,10000,1,0.8,4,408630,164071,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_031,100,2,365.21577674522996,361.281034,241.270062,94.53204200000017,31.280772000000013,118.417139,1.5618670000000066,93.77620099999935,29.6960839999997,0,12729,12729,0.000314341846733647,12729,12725,2481,719,7,21/07/11,10000,1,0.8,4,408630,159862,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_096,100,4,1444.9032723680139,1425.761947,1196.430942,299.0982599999894,23.094723999999985,228.69454399999998,0.609250000000003,297.74263000001963,56.255420000007746,0,133587,133587,0.00014224644570945603,133590,133571,26399,956,60,21/07/11,10000,1,0.8,4,208552,17964,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_066,100,4,1853.3248533736914,1837.4555540000001,1401.819714,373.559396000003,20.099636999999973,435.024032,0.5580809999999587,372.5756720000101,103.08309500000945,0,67967,67967,0.00032378177108152267,67969,67947,22134,788,40,21/07/11,10000,1,0.8,4,209266,18073,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_016,100,2,1393.9449694519863,1387.710632,1185.6792329999998,248.1938980000002,39.367080999999985,200.947376,1.049174000000022,247.85144999998877,55.198054999999016,0,209100,209100,0.0002056855307394362,209100,209057,15633,1613,9,21/07/11,10000,1,0.8,4,350432,28897,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_041,100,4,2055.945168119855,2041.726201,1701.195774,377.38828900000465,23.63426599999997,339.69059500000003,0.7789189999999735,376.81745700001755,122.66893599999838,0,126185,126185,0.0004360580353568853,126185,126130,10229,903,22,21/07/11,10000,1,0.8,4,258378,30000,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_051,100,2,2.184775830246508,2.012333,0.32818700000000023,0.29029099999999985,0.2902929999999999,0.004615999999999995,1.646579,0.2902359999999997,0.2679609999999999,0,0,0,0,0,0,1,1,0,21/07/11,10000,1,0.8,4,397520,0,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_051,100,2,2.175260664895177,1.987624,0.33085600000000004,0.2840499999999999,0.28405499999999995,0.004490000000000001,1.6198629999999998,0.28397499999999987,0.2576830000000001,0,0,0,0,0,0,1,1,0,21/07/11,10000,1,0.8,4,397520,0,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_021,100,2,1560.2102144574746,1550.3862789999998,1396.969166,224.40525699999918,37.06512099999998,152.425508,0.9563260000000184,224.2097419999921,31.989796999996827,0,457836,457836,4.8054450060399956e-05,457836,457814,16205,1814,13,21/07/11,10000,1,0.8,4,298008,24941,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_056,100,2,282.3120080586523,279.761113,148.23792299999997,101.94218800000007,24.59233499999999,130.182743,1.2945449999999994,101.15711999999908,47.03236299999958,0,5047,5047,0.012843668470230048,5047,4983,2773,714,4,21/07/11,10000,1,0.8,4,443922,207104,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_021,100,2,1677.458573798649,1667.506288,1505.440059,310.85280799999134,37.18230200000002,161.04385,0.9897020000000225,310.50329199998066,40.99611800000039,0,457836,457836,5.023874324496359e-05,457837,457814,25508,1766,19,21/07/11,10000,1,0.8,4,298008,25375,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_016,100,2,1800.860368178226,1789.8338999999999,1610.622055,342.0046609999995,38.722887000000014,178.167459,1.0129579999999976,340.66425400001623,89.43213899999935,0,209100,209100,0.00021046891517523703,209101,209057,22031,1420,27,21/07/11,10000,1,0.8,4,350432,29125,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_056,100,2,199.20686284918338,197.197391,71.68316299999998,61.48103800000001,24.901197999999994,124.155133,1.3260640000000024,61.219145000000594,26.141072999999835,0,5047,5047,0.012843668470230048,5047,4983,1557,696,1,21/07/11,10000,1,0.8,4,443922,207395,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_091,100,4,2732.738143078983,2712.8563090000002,2226.527026,452.95230000000157,20.105835000000013,485.628237,0.6711300000000051,451.79343600001954,119.91973599996555,0,70606,70606,0.0003683658723135025,70608,70582,26664,737,42,21/07/11,10000,1,0.8,4,232194,17763,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt100_071,100,2,494.139312655665,490.716787,257.09696199999996,75.61587899999958,60.33931000000001,232.423965,1.158079000000015,75.58267500000028,13.303308999999786,0,327305,327305,1.5276504735669795e-05,327305,327300,2695,1867,3,21/07/11,10000,1,0.8,4,374002,7879,8,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
