NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_001,40,2,11.327707271004329,11.164753999999999,2.1533930000000012,1.5140910000000005,0.5997129999999995,8.9079999999999995,0.098333000000000226,0.87173600000000739,0.41319600000000101,0,606,606,0.037671232812206794,606,584,481,215,3,21/04/22,7500,1,0.80000000000000004,4,25468,14708,0,0,0,0,0,110,0,0,
wt040_001,40,4,16.920871636015363,16.727308000000001,0.50454699999999875,0.39420700000000153,0.29129499999999808,16.152083000000001,0.063689000000000107,0.20181599999998667,0.083795999999999538,0,439,439,0.0022831050176184819,439,438,196,136,1,21/04/22,7500,1,0.80000000000000004,4,14910,7482,0,0,0,0,0,110,0,0,
wt040_006,40,4,17.75549142897944,17.675934000000002,0.60196799999999939,0.54553099999999688,0.48951100000000025,17.005458999999998,0.062588999999999118,0.32786000000003668,0.16958500000000143,0,2374,2374,0.00084317032004925367,2374,2372,244,194,1,21/04/22,7500,1,0.80000000000000004,4,15247,2697,0,0,0,0,0,110,0,0,
wt040_006,40,2,13.431336269015446,13.351561,2.0018550000000008,1.5219770000000015,0.79207000000000072,11.255882999999999,0.088226000000000582,0.91660400000002795,0.48822500000000169,0,3886,3886,0.0028387096766867848,3886,3875,572,232,4,21/04/22,7500,1,0.80000000000000004,4,27343,8219,0,0,0,0,0,110,0,0,
wt040_011,40,2,13.504312361998018,13.437543,2.5624889999999994,1.8118660000000002,0.71013699999999957,10.783909999999999,0.085715999999999681,0.84202400000001454,0.44483699999999793,0,9617,9617,0.0026063386152412075,9617,9592,838,244,6,21/04/22,7500,1,0.80000000000000004,4,26561,6146,0,0,0,0,0,110,0,0,
wt040_011,40,4,15.422923712001648,15.374504,0.49493299999999962,0.44380899999999812,0.3859060000000003,14.831182999999999,0.041779999999999262,0.23460399999999915,0.12402699999999989,0,5737,5737,0.00034873583254599197,5737,5735,245,202,1,21/04/22,7500,1,0.80000000000000004,4,15629,2454,0,0,0,0,0,110,0,0,
wt040_016,40,4,27.360791237995727,27.061169,12.453367,7.2243190000000013,0.83149799999999985,14.542788999999999,0.059720999999999691,1.8189129999999576,0.94835099999998995,0,21493,21493,0.00041891640288498804,21493,21484,5474,314,6,21/04/22,7500,1,0.80000000000000004,4,17032,1628,0,0,0,0,0,110,0,0,
wt040_021,40,4,10.299571020004805,10.214399999999999,0.7328550000000007,0.73042900000000088,0.73043000000000013,9.4246119999999998,0.05153600000000047,0.3508850000000141,0.20717299999999916,2.4157050798118229,6673,22793,0,22793,22793,327,327,0,21/04/22,7500,1,0.80000000000000004,4,13379,595,0,0,0,0,0,110,0,0,
wt040_021,40,2,10.377380844001891,10.333459,1.5428840000000008,1.5379919999999991,1.5379940000000012,8.710685999999999,0.072404000000000579,0.74348600000002207,0.4491730000000036,6.9658451374023196,5153,41048,-0.99620250471115923,41048,10809230,670,670,0,21/04/22,7500,1,0.80000000000000004,4,20451,119,0,0,0,0,0,110,0,0,
wt040_026,40,4,14.161545218987158,14.120474,0.23992600000000053,0.22970500000000094,0.22970699999999944,13.817052,0.057385000000000019,0.14689899999999412,0.048164999999999125,88000000,0,88,0,88,88,130,130,0,21/04/22,7500,1,0.80000000000000004,4,16423,8966,0,0,0,0,0,110,0,0,
