57 90 7 2

0 1 0
0 12 0
1 3 0
1 2 0
2 6 0
2 11 0
3 4 0
3 5 0
4 7 0
4 9 0
5 8 0
6 10 0
6 26 0
7 14 0
8 23 0
9 15 0
10 19 0
10 25 0
11 16 0
11 23 0
12 13 0
12 45 0
13 18 0
13 24 0
14 17 0
14 27 0
15 25 0
15 38 0
16 38 0
17 22 0
17 43 0
18 20 0
18 48 333
19 47 290
20 32 0
20 56 0
21 56 0
22 31 0
22 56 0
23 30 0
23 56 0
24 29 0
24 56 0
25 37 0
25 56 0
26 28 0
26 56 0
27 39 0
27 51 0
28 42 0
29 36 0
29 35 0
30 53 0
31 34 0
32 33 0
33 41 0
33 55 0
34 40 0
34 56 0
35 52 0
35 56 0
36 46 0
37 42 0
38 43 0
38 53 0
39 44 0
39 41 0
40 56 0
41 56 0
42 56 0
43 56 0
44 56 0
45 56 0
46 56 0
47 56 0
47 56 0
48 56 0
48 56 0
49 56 0
49 56 0
50 56 0
50 56 0
51 54 0
51 56 0
52 56 0
53 56 0
54 56 0
54 56 7
55 56 0
55 56 14

1 1 
2 13 33 
4 3 14 15 32 
5 5 7 23 25 27 
9 9 17 28 48 49 51 52 53 54 
17 10 12 19 21 30 56 58 60 61 62 64 66 75 77 79 81 83 
18 35 36 38 40 42 44 46 67 68 69 70 71 72 73 84 85 87 89 

0 0
2 0
3 58
3 0
4 0
5 11
5 58
1 0
2 29
2 35
4 58
5 69
5 80
3 80
3 86
3 93
4 69
5 86
2 80
1 58
6 80
6 69
6 86
6 87
6 91
6 93
6 76
4 97
4 76
4 91
4 87
4 86
4 80
5 115
5 121
5 126
5 91
5 93
5 104
5 97
6 121
6 115
6 111
6 104
6 97
6 98
6 109
5 144
5 138
5 150
5 139
5 132
6 126
6 122
6 132
6 133
99 99
