n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,rel_error_AFFS,rel_error_AFFC,rel_error_AFBS,rel_error_AFBC,rel_error_AFZFS,rel_error_AFZFC,rel_error_AFZBS,rel_error_AFZBC,rel_error_TI,rel_error_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,1,31671,31671,31671,31671,23446,23446,23446,23446,0,0,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,584,584,584,584,584,584,584,584,584,584,606,606,606,606,606,606,606,606,606,606,161,163,161,158,152,165,161,158,140,158,False,False,False,False,False,False,False,False,False,False,0.539357772077315,0.5391367496909116,0.5391683243175407,0.5395156452104601,0.38957604707030724,0.38991725665828214,0.38991725665828214,0.3897466518642947,0.0,0.0,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.037670999999999996,0.63221,0.792569,0.51186,0.671287,0.9234950000000001,1.136943,0.811786,1.027056,0.259227,1.500102,0.428001,0.5736359999999999,0.30887600000000004,0.46290600000000004,0.699709,0.907357,0.5933649999999999,0.791925,0.062327999999999995,1.26183
40,2,6,30237,30237,30237,30237,23867,23867,23867,23867,0,0,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,232,221,240,222,232,221,240,222,215,219,False,False,False,False,False,False,False,False,False,False,0.7515626550004444,0.7400205046552231,0.7523894566011049,0.7373747395331093,0.7088867473620947,0.6904931495080867,0.7080487702389052,0.6905350483642462,0.0,0.0,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.002839,0.7937569999999999,0.9867309999999999,0.657746,0.746321,1.256441,1.445886,1.177029,1.2831110000000001,0.403789,1.9419110000000002,0.516925,0.691695,0.367831,0.44859499999999997,0.964571,1.1397680000000001,0.807189,0.976508,0.11802699999999999,1.643857
40,2,11,27102,27102,27102,27102,20638,20638,20638,20638,0,0,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9617,9617,9617,9617,9617,9617,9617,9617,9617,9617,222,226,232,238,222,226,232,238,232,226,False,False,False,False,False,False,False,False,False,False,0.7816028337103681,0.7869529923700482,0.7845546453846743,0.7798317467057844,0.7633491617034912,0.7664502373889693,0.7660141486206989,0.760974900631797,0.0,0.0,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.002606,0.754303,0.902373,0.6408050000000001,0.792667,1.22746,1.351558,1.050837,1.215592,0.401528,2.121407,0.453351,0.608288,0.35780100000000004,0.45591499999999996,0.868447,1.022163,0.7566109999999999,0.896552,0.128186,1.704659
40,2,16,28437,28437,28437,28437,21283,21283,21283,21283,0,0,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0022733805424041964,0.002037724018486409,38273,38273,38273,38273,38273,38273,38273,38273,38269,38278,38356,38356,38356,38356,38356,38356,38356,38356,38356,38356,310,336,290,314,310,336,290,314,322,290,False,False,False,False,False,False,False,False,False,False,0.8046910714630695,0.8070119913912503,0.8040932587542957,0.8051482223580143,0.803552130770871,0.804914720631259,0.8028943287693044,0.8043039044869471,0.0,0.0,0.002169,0.002169,0.002169,0.002169,0.002169,0.002169,0.002169,0.002169,0.002273,0.002038,1.1219569999999999,1.4898360000000002,0.907133,1.222227,1.8251509999999997,1.9387560000000001,1.385843,1.7446709999999999,0.6602520000000001,2.572893,0.664416,1.0076829999999999,0.49662399999999995,0.793966,1.390569,1.512991,0.9588040000000001,1.2719690000000001,0.273302,2.1500790000000003
40,2,21,21522,21522,21522,21522,12993,12993,12993,12993,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8725819800047303e-05,0.0,41048,41048,41048,41048,41048,41048,41048,41048,41046,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,377,403,382,390,405,421,382,390,451,387,True,True,True,True,True,True,True,True,False,True,0.999999999953536,0.999999999953536,0.999999999953536,0.9874546974729368,0.9999999999230355,0.9574386207221243,0.9999999999230355,0.9691372276634236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9e-05,0.0,1.19655,1.6945029999999999,1.2286059999999999,1.3672090000000001,1.980577,2.130642,1.774109,1.995577,1.269798,3.649836,0.7857529999999999,1.174952,0.720874,0.867188,1.460943,1.618193,1.156911,1.478553,0.759491,3.122429
40,2,26,34385,34385,34385,34385,28561,28561,28561,28561,0,0,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,82,82,82,82,82,82,82,82,82,82,87,87,87,87,87,87,87,87,87,87,117,110,116,109,114,119,116,109,113,106,False,False,False,False,False,False,False,False,False,False,0.47299694632912614,0.4489457612200394,0.4474043914367484,0.44786971061660985,0.3701200938212906,0.34056930778542177,0.3393788732768678,0.34056930778542177,0.0,0.0,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.060976,0.503211,0.615649,0.395109,0.48161099999999996,0.820349,1.003124,0.7890729999999999,0.880231,0.248506,1.403581,0.30535100000000004,0.410508,0.185225,0.265995,0.608532,0.784267,0.5616260000000001,0.657898,0.062875,1.14457
40,2,31,35137,35137,35137,35137,29174,29174,29174,29174,0,0,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.016262330001966595,0.01436934535825081,3758,3758,3758,3758,3758,3758,3758,3758,3751,3758,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,223,229,233,233,223,228,233,233,206,224,False,False,False,False,False,False,False,False,False,False,0.6621510088891439,0.6991775051740565,0.6710589976187193,0.6984660044768061,0.622300678665171,0.6326866387662752,0.6338177829357025,0.6673750599620424,0.0,0.0,0.014369,0.014369,0.014369,0.014369,0.014369,0.014369,0.014369,0.014369,0.016262000000000002,0.014369,1.01712,1.336962,0.979118,1.191675,1.7248569999999999,2.079339,1.4651969999999999,1.8022799999999999,0.626378,2.877875,0.562976,0.8791530000000001,0.496817,0.693365,1.20376,1.5286950000000001,0.922631,1.2782120000000001,0.164976,2.33752
40,2,36,31908,31908,31908,31908,27431,27431,27431,27431,0,0,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.005160442854981758,0.0047833427079503445,10662,10662,10662,10662,10662,10662,10662,10662,10658,10662,10713,10713,10713,10713,10713,10713,10713,10713,10713,10713,255,251,258,243,255,251,258,243,269,253,False,False,False,False,False,False,False,False,False,False,0.8328945718680928,0.8310768459060086,0.8315156073451324,0.8311395261115977,0.8511902591647701,0.8464875505506001,0.8490394079381343,0.8486748568827722,0.0,0.0,0.004783,0.004783,0.004783,0.004783,0.004783,0.004783,0.004783,0.004783,0.0051600000000000005,0.004783,1.597713,1.815452,1.4541620000000002,1.530446,2.217228,2.306092,1.9660229999999999,2.143075,1.1528040000000002,3.2576650000000003,0.620197,0.8593569999999999,0.49976000000000004,0.517752,1.1930610000000001,1.376608,1.032278,1.207072,0.279039,2.344519
40,2,41,31152,31152,31152,31152,24912,24912,24912,24912,0,0,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,30798,30798,30798,30798,30798,30798,30798,30798,30798,30798,30805,30805,30805,30805,30805,30805,30805,30805,30805,30805,431,458,450,449,431,458,450,449,469,410,False,False,False,False,False,False,False,False,False,False,0.9239535182035197,0.9221558808127197,0.9207755521019269,0.9260079609358626,0.9372190108808117,0.9315590879523298,0.9339274244968718,0.9393866409385282,0.0,0.0,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,1.933212,2.559082,1.832976,1.974759,2.926796,3.3631589999999996,2.557458,3.0482669999999996,1.410749,4.666829,1.327231,1.895788,1.160919,1.303757,2.249523,2.697965,1.862569,2.356424,0.803858,4.011151
40,2,46,18135,18135,18135,18135,12109,12109,12109,12109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,514,555,544,555,527,572,544,555,661,512,True,True,True,True,True,True,True,True,True,True,0.999999999944858,0.999999999944858,0.999999999944858,0.9395643782222463,0.9999999999174167,0.973738541500228,0.9999999999174167,0.9622594763430292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541065,1.8040209999999999,1.572957,1.727602,2.3921900000000003,2.650887,2.106982,2.513311,1.6990939999999999,3.9393849999999997,1.111982,1.445387,1.228073,1.325711,1.9995779999999999,2.239086,1.733227,2.128212,1.240875,3.553919
