 450
   55 12370     1
   46 15978     1
   12 14296     1
   71 16062     7
   59 12878     3
   53 15866     8
    8 14364     1
   87 11696     2
   84 15020     6
   84 11876     7
   40 14344     1
    2 14909     6
   87 11519     9
   36 15068     5
   62 14209     6
   13 15977     1
   38 13667     3
   60 11546     5
   14 15786    10
    6 12145     3
   33 13987     4
   24 13519     6
   32 13132     3
   46 15430     1
   85 16068     9
   47 13377     8
   26 14759     4
   35 14377     5
   40 14827     1
   50 13331     8
   28 15941     1
   94 15695     1
   96 13203     8
   40 14132     2
   65 15651     8
   54 14579     1
   93 13892    10
   72 13909     8
   41 14772     2
   76 12807     5
   56 14283     5
   80 13011     3
   77 11611    10
   42 14300     4
   16 11974     8
   38 14317     6
   55 14172     5
   54 14138    10
   98 14361    10
   69 13853     4
   59 14780     3
   30 12242     3
   92 15869     9
   90 11807     5
   76 11567     3
   77 15831     8
   37 13681     3
    1 14823     7
   12 14102     2
   76 12402     3
   51 12048     4
   39 13938     3
   70 11992     4
   47 13748     1
   78 11965     5
   34 11538     2
  100 12221     2
   70 14354     4
    6 13945     9
   41 15491     3
   46 15658     9
   61 12122     4
   21 12397     6
   22 15766     9
    3 14920     8
   36 12868     3
   60 13978     4
   58 12986     2
   90 15504     3
   57 12233     3
   26 15336     6
   48 14178     5
   87 12973     6
   18 15100     4
   38 14483     9
   62 13037     9
   94 14825     2
   75 12058     1
   63 11754     5
    5 12822     3
   51 12958     4
   14 12300     9
   43 15258     5
   20 13447     8
   60 14546    10
   21 15720     9
   54 13482     9
   60 15265     1
   91 13968     2
   59 15924     8
  100 14650     4
   36 13521     1
   20 11941     2
   21 15545     9
   58 13182     9
   22 15358     9
   57 12307     2
   18 15658     2
   79 12239    10
   46 11706     5
   74 11785     5
    4 16073     5
   93 14382     9
   61 13256    10
   22 15067     9
   31 12759     8
   23 14790     9
   15 13786    10
    5 13314     9
   85 15042     4
   19 15106     3
   55 14769     3
   98 15840     2
   62 14258     7
   75 12111     1
   58 14280     1
   83 13872     6
   29 14090     9
   17 13439     2
   74 11735     7
   88 13909     7
   17 11983     5
    9 13754     8
    7 14348     8
   37 16026     3
