 450
   78 20264     3
   60 20675     1
   31 17793     2
   64 21164     9
   31 17200     3
    1 21644    10
   16 20260     9
   52 15005     1
   44 14291     8
   22 13825     3
   54 14807     3
    2 18239     8
   20 20717     8
   25 17844     6
   51 16497     3
   63 17982     6
   61 16129     7
   18 19355     3
   97 21242     9
   71 20992     4
   84 20367     4
    8 14064     9
   63 19100     7
   22 13643     4
   84 20656     3
   13 18378     3
   91 16861     4
   32 17798     5
   63 16561     4
   31 16297     1
   77 18119     1
   41 14840     7
   91 14988     1
    7 13927     3
    4 14020     5
   22 18999     4
    8 13586     2
   20 21090     3
   73 20815     5
   51 14687     9
   41 21726     5
   27 13637     7
   52 19737     6
   61 20458     3
   52 18291     3
    3 14249     9
   23 16456     9
   12 21231     9
   21 20415     2
   20 15713     7
   83 20239     3
    4 18797     5
   28 16587     5
   46 17355     9
   25 19251     9
   12 15259     8
   58 13748     2
   16 14127     2
   43 19867     3
   21 17120     6
   47 17235     3
   20 16001     3
   62 18770     2
   37 19033     3
   26 16738     5
   65 19601     6
   58 16048     7
   33 17134     6
   84 18707     9
   31 14878     1
   84 18632     5
   25 18448     4
   57 15326     8
   35 16384    10
   86 16922     6
    8 20428     1
   38 17444     9
    9 20189     4
   20 19675     9
   58 15874    10
   28 13917     1
    3 17930     2
   61 21482     5
   56 17315     6
   49 13300    10
   86 18748     3
   67 19385     3
    7 13858     1
    1 19686     5
   10 17267     5
   28 17788     6
   47 14937     7
   29 20079     7
   89 14574     8
   83 20781    10
   54 14832     2
   54 20986     3
   41 14844     7
   87 18777     7
   38 17708     2
   71 16533     8
   71 15424     2
   63 14172     5
   28 18669     6
    5 18619     1
   48 17905    10
   36 17113     6
   43 14079    10
   56 16109     4
   56 14803     5
  100 16763    10
   84 16837     4
   59 19544     6
   61 16261     4
   39 20963    10
    7 19654     5
   46 21820     7
    6 18363     2
   14 20323     6
   47 19522     1
   15 13645     6
   41 16127     2
   93 21269     8
   43 20534     3
   30 17512     9
   76 20065     8
   97 13382     4
   83 16513     2
   17 21720     4
   84 18969     1
   20 21032     3
   88 16268     1
   54 21204     2
   82 13220     7
   15 21748     6
   59 17839     3
   30 17936     7
   51 16876     1
    1 18728     3
   85 20856     1
    6 18490     5
    1 13507     2
   68 15708     5
   64 16049    10
   62 16578     6
    7 14686     4
   71 13718     5
    7 16414     2
   12 19859     5
   84 20851     1
   54 13951     3
   26 20315     1
   25 14994     3
   47 13235     1
   69 18865     4
   54 19316     2
   23 20111     8
   66 19057     8
   36 13845     3
   39 19846     1
   49 16042     8
   56 21687     6
   26 14129     2
    3 15262    10
   38 21718     3
   41 13892     7
   61 19911     3
   67 17669    10
   91 17579     8
   62 16654     5
   51 16540    10
   97 14084     3
   62 16972     6
   19 19059     4
   61 16943     3
   23 20361     1
   26 20556     8
   31 17472     8
   30 14790     3
   38 18430     3
   15 16339     8
   83 15552     6
   64 16761     3
   39 18143     1
   30 15598     6
   32 13641     7
   93 15474     2
   52 13724     3
   97 19509     4
   28 16129     5
   90 20381     3
   46 13566     2
   84 15832     1
   16 21320     4
   48 15638     1
   21 15566     3
   56 13228     1
    8 13565     3
   87 20046     3
   46 17617     9
   70 17030     8
   38 14602     2
   42 18512     1
   31 20812     3
   57 20471     6
    3 13470     3
   54 19188     4
   82 19042     3
   33 17753     1
   83 20789     6
   20 15488     6
   48 20902     8
   66 14356     1
   83 19059     9
   87 17061     8
   95 16764     6
   14 19511     5
   79 19345    10
   46 17299     9
   11 17035     9
    7 13490     4
   36 15695     2
   56 17411    10
   90 16133     5
   51 15031     6
    4 19860     1
   10 18510     7
    7 15070     6
   12 20235     4
   97 16571     9
   52 19498     5
   81 15280     1
   34 17983     1
   94 16025     5
   12 14108     3
   90 16469     7
   97 16306     8
   65 20106     7
   72 13527    10
   30 20869     8
   48 18911     2
   91 15826     5
   77 19787     6
   14 20077     3
   74 21695     3
   63 14863     4
    8 14857     9
   88 19222     8
   42 21019     4
   54 18967     7
   98 14272     6
   48 21320     7
   90 21473     8
   54 18494     5
   37 15468     2
   41 14520     4
   57 16370     5
   47 20788     8
   47 16400     9
   68 14620     8
   43 15374     7
   99 13913     4
   49 16711     9
   77 20168     8
   93 16749     8
   60 17630     2
   67 14653     4
   89 19865     6
   24 15752     8
   38 14990     3
   18 18750     4
   72 21473    10
   29 17627     7
   94 16553     9
   85 19566     2
    3 17338    10
   57 18226     3
   92 21234    10
   90 14575     7
   99 17261     6
   46 18216     6
   87 15658     2
   47 16596     3
   36 17705     4
   41 20962     6
   84 18874     4
   76 19035     7
   98 15348     1
   30 17678     2
   23 13450     6
   66 16778     9
   73 19863     8
   21 14174     9
   14 20300     7
   49 18046     6
   13 17734     7
   73 15945     8
   15 19509     9
    2 15615     3
   97 18508     5
   53 21310     1
   19 21175     6
   68 17996     4
   82 16952     8
   13 15744     5
   52 15577     6
   84 21100     7
   70 20780     7
   44 14826     5
   73 13691     3
   68 16056     3
   90 19853     1
   60 16159     4
   14 19462     6
   25 15573     5
  100 15137    10
   97 16352     9
    1 21419     2
   97 17295    10
   27 20841     1
   23 21679     7
   62 20884     8
   99 18719     9
   43 13869     6
   75 19200     4
   47 14780     4
   56 18413     3
   48 21956     2
   62 21100     2
   57 20839     5
   44 18479     7
   14 20426     3
   75 20029    10
   12 14490     1
   95 15394    10
   88 13788     5
   63 16878     6
   79 14510     6
   57 21379     1
    6 18515     1
   51 15011     9
   25 15451     4
   96 16383     2
   11 17981     2
   39 21724     9
   20 18767     6
   10 19928     1
   36 16092     8
   20 18201     8
    7 15238     1
   63 14948     8
   42 17896     4
   68 14137     8
   61 20477     6
   85 18576    10
   43 20148     2
    8 13273     9
   40 15005     2
   91 20119     4
   69 21184     1
   96 13859     6
   35 16613    10
   83 19626     3
   71 20699     6
   46 17913     1
   78 21830     2
   58 21297    10
    9 21601     6
   56 14356     8
   15 20692     1
   15 18131     7
    7 16178     6
   40 14159     4
   10 21325     8
   17 20969     8
   78 13898     3
   29 18108     4
   27 18912     9
   14 16800    10
   49 14324     1
   34 20961     9
   76 18559     8
   91 19030     5
    1 21909     7
   36 17051     3
   75 15622     4
   44 20072     9
   44 17135     2
   14 17437     6
   35 18206     3
   13 16334     3
   10 18106     2
   69 21629     2
   96 13975     5
   80 16820     7
   15 17558     2
   73 13821     7
   38 16133     7
   23 17175     8
   29 14988     4
   52 14841     7
   37 13321     4
   36 17976    10
   91 15810     1
   46 21457     2
   53 16960     8
   69 16518     4
   75 17580     5
   80 13888     6
   82 20129     4
   24 18715     6
   13 21660     5
   57 16703     1
   14 15761    10
   14 21584     2
   93 20565     4
   88 18193     4
   58 19672     1
   37 15715     6
    2 13645    10
   92 15893     3
   49 18860     8
   11 18562     1
   61 15538     5
   44 19645     2
   90 13397     7
   76 19906     7
   17 20277     9
   27 16341     4
   98 15096     5
   45 13280     2
   79 17992    10
   35 15228     8
   81 18067     2
   69 20612     1
   81 14701    10
   33 21837     9
   38 15146     4
   56 19091     5
   12 13741     5
   19 13291     7
   79 15821    10
   24 13416     9
   75 16805     7
   92 18393    10
   37 21811     1
   68 15385     1
   80 14601     4
   94 19498     1
    4 17911     6
