n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,first_size_graph_TI_BDD,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,gap_TI_BDD,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_lower_bound_TI_BDD,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,global_upper_bound_TI_BDD,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,nb_generated_col_TI_BDD,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,opt_TI_BDD,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,reduction_TI_BDD,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_cputime_TI_BDD,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI,tot_lb_TI_BDD
40,2,1,50034,50034,50034,50034,63898,63898,63898,63898,41175,804941,41175,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.0,584,584,584,584,584,584,584,584,584,584,606,606,606,606,606,606,606,606,606,606,606,606,177,159,175,157,170,163,176,168,140,167,563,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.4350241835464879,0.43302554262235626,0.5419887946329778,0.5416444959068885,0.5419887946329778,0.5399543021606317,0.28920461444349227,0.6868404019664959,0.9999999999757134,0.9529190000000001,1.13049,0.537471,0.6463,1.592657,1.7516939999999999,0.943421,1.311886,0.329492,2.032016,0.698832,0.6500279999999999,0.838417,0.336562,0.448536,1.308981,1.45491,0.730808,1.107832,0.114107,1.7209400000000001,0.428088
40,2,6,53820,53820,53820,53820,61808,61808,61808,61808,39051,763605,39051,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,224,217,226,211,227,205,238,218,243,216,617,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.7185061315362596,0.7341694537210299,0.7404219518389137,0.7298084390252102,0.7312969194807906,0.7289994822558731,0.5929425622751545,0.8449289881537642,0.7516836956607594,1.239685,1.178146,0.985626,1.152936,1.78519,1.774763,1.318323,1.659646,0.463728,2.948352,0.729638,0.847305,0.8947930000000001,0.622267,0.763732,1.3714899999999999,1.478823,1.007354,1.278184,0.171967,2.4597729999999998,0.375748
40,2,11,52233,52233,52233,52233,58272,58272,58272,58272,39736,776983,39736,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9617,9617,9617,9617,9617,9617,9617,9617,9617,9617,9617,214,215,233,225,246,268,242,230,235,227,652,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.7854995883677848,0.79122393887406,0.757756727060033,0.755594453583958,0.7623901702230507,0.7584774848853914,0.7408143748555261,0.8819227705099315,0.7894101066843816,0.841838,1.474163,0.751744,1.109975,1.807464,1.866634,1.3107280000000001,1.7772419999999998,0.44813400000000003,2.705311,0.789996,0.547183,1.075939,0.459341,0.7299939999999999,1.396447,1.596765,1.029822,1.383951,0.169373,2.230609,0.44578599999999996
40,2,16,56270,56270,56270,56270,61986,61986,61986,61986,40684,795428,40684,0.002247191010648761,0.0021686306267685754,0.002247191010648761,0.0021686306267685754,0.002247191010648761,0.0021686306267685754,0.002247191010648761,0.0021686306267685754,0.0022733805424041964,0.002037724018486409,0.0020115468005926103,38270,38273,38270,38273,38270,38273,38270,38273,38269,38278,38279,38356,38356,38356,38356,38356,38356,38356,38356,38356,38356,38356,319,306,325,295,361,328,342,317,346,317,989,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.806646525665423,0.8159943131186068,0.7588487722911811,0.756396605672952,0.746523408499556,0.7561062175207933,0.8169550683114503,0.925050413109766,0.7675007373717555,1.9272169999999997,2.3041840000000002,1.5809010000000001,1.358689,2.305198,2.893471,1.698533,2.541081,1.15035,4.291721,1.377504,1.2365680000000001,1.6562290000000002,0.9212520000000001,0.915062,1.8694669999999998,2.2589099999999998,1.2290889999999999,1.825539,0.513044,3.4794730000000005,0.9298379999999999
40,2,21,40046,40046,40046,40046,47698,47698,47698,47698,36392,711775,36392,2.436231636310514e-05,0.0,2.436231636310514e-05,0.0,2.436231636310514e-05,0.0,2.436231636310514e-05,0.0,4.8725819800047303e-05,0.0,0.0,41047,41048,41047,41048,41047,41048,41047,41048,41046,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,434,446,436,446,470,425,531,451,471,398,1116,False,True,False,True,False,True,False,True,False,True,True,0.0,0.0,0.9481845877004399,0.9626679318543009,0.872950647807603,0.8505597718803606,0.9204998112935447,0.9060337959472927,0.9494119586461471,0.9475297671301359,0.9662288414770765,1.321544,2.174771,1.6092950000000001,1.4208120000000002,2.756182,2.6301509999999997,2.411892,2.584975,1.304001,4.439396,1.605642,0.9418709999999999,1.765326,1.056345,1.016842,2.203805,1.957887,1.8226330000000002,1.9499380000000002,0.895632,3.7027400000000004,1.003197
40,2,26,58589,58589,58589,58589,69164,69164,69164,69164,42129,823626,42129,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,82,82,82,82,82,82,82,82,82,82,82,87,87,87,87,87,87,87,87,87,87,87,120,116,114,117,112,117,118,118,126,117,362,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.3663657000398306,0.3676799399141873,0.47455323578054265,0.4743797351154592,0.4490486380132866,0.4743797351154592,0.25683021196190675,0.6192228025819738,0.32030192977947963,0.5394260000000001,0.893668,0.637257,0.589346,1.056006,1.174349,0.951253,1.1353870000000001,0.32306799999999997,2.144646,0.690876,0.329373,0.693701,0.36235,0.377207,0.780853,0.9716100000000001,0.722527,0.950161,0.111827,1.7549689999999998,0.401326
40,2,31,67311,67311,67311,67311,74160,74160,74160,74160,45435,888093,45435,0.014639339859889964,0.01436934535825081,0.014639339859889964,0.01436934535825081,0.014639339859889964,0.01436934535825081,0.014639339859889964,0.01436934535825081,0.016262330001966595,0.01436934535825081,0.01436934535825081,3757,3758,3757,3758,3757,3758,3757,3758,3751,3758,3758,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,239,214,228,226,222,245,254,214,194,233,582,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.6973748718530794,0.6694893850831293,0.6811488673047311,0.6809600862907099,0.7075782092676972,0.7072815533885211,0.5604269835906146,0.8057241752825371,0.6357873885630948,1.5307549999999999,1.449164,1.319441,1.445259,1.9923950000000001,2.695402,2.031312,2.19418,0.526684,3.654661,0.913278,1.077617,1.021566,0.7457090000000001,0.991976,1.4915690000000001,2.141499,1.42772,1.6012389999999999,0.160838,2.983989,0.435222
40,2,36,62268,62268,62268,62268,65390,65390,65390,65390,40115,784353,40115,0.005160442854981758,0.00497185740621777,0.005160442854981758,0.00497185740621777,0.005160442854981758,0.00497185740621777,0.005160442854981758,0.00497185740621777,0.005160442854981758,0.0047833427079503445,0.00497185740621777,10658,10660,10658,10660,10658,10660,10658,10660,10658,10662,10660,10713,10713,10713,10713,10713,10713,10713,10713,10713,10713,10713,271,271,295,297,302,290,303,303,339,312,927,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.8388899595163023,0.8391790325554188,0.8046796146076666,0.8030585716347598,0.8041596574276776,0.8043737574429672,0.8167518384440545,0.9216475234990856,0.7800074784798702,1.4295360000000001,1.77718,1.7361240000000002,2.077039,2.382979,2.733998,2.4694990000000003,2.5235819999999998,1.3493540000000002,5.005387000000001,1.6727610000000002,0.796425,1.1427040000000002,0.8227479999999999,1.191375,1.542606,2.01227,1.530521,1.896613,0.515796,3.994273,0.8827299999999999
40,2,41,60740,60740,60740,60740,65926,65926,65926,65926,41102,803579,41102,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,0.0002272874861266032,6.492874068599528e-05,30798,30798,30798,30798,30798,30798,30798,30798,30798,30798,30803,30805,30805,30805,30805,30805,30805,30805,30805,30805,30805,30805,443,424,460,489,500,475,457,479,496,444,1230,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.9264899571793466,0.9267369114104916,0.8747990170664868,0.8720383460111029,0.8742529502643229,0.8744653095762756,0.9152109386181886,0.9415552173452248,0.9654274730921749,2.527086,3.505233,1.8110970000000002,2.752,4.387246,4.809919,2.626512,3.3575449999999996,1.801223,6.270511,1.5439459999999998,1.6481540000000001,2.615755,1.231898,2.1820169999999997,3.474799,3.9541160000000004,1.9817240000000003,2.725988,1.033951,5.287031,0.9889700000000001
40,2,46,34075,34075,34075,34075,38780,38780,38780,38780,29777,582721,29777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,612,506,597,519,561,545,543,510,546,417,1098,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.9764636830234347,0.9782831987974091,0.9999999999742135,0.8579680247329043,0.9999999999742135,0.9220732336018032,0.969338751352744,0.947559809924565,0.999999999966417,2.013248,2.4273919999999998,2.0365919999999997,1.6933479999999999,3.116342,3.709863,2.077228,3.035493,1.181702,4.932387,1.2239010000000001,1.444693,2.077617,1.5149709999999998,1.321328,2.5618380000000003,3.160929,1.710302,2.484236,0.8650209999999999,4.32444,0.858316
