n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,1,66776,66776,66776,66776,66776,66776,66776,66776,41575,813151,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,584,584,584,584,584,584,584,584,584,584,606,606,606,606,606,606,606,606,606,606,172,154,163,168,163,174,163,168,154,168,False,False,False,False,False,False,False,False,False,False,0.4754552533773294,0.46049478853988723,0.46187252904543746,0.46160297112043847,0.4572600934398997,0.4560021564565712,0.4572600934398997,0.456121959978793,0.29472038483957375,0.6894980145130616,1.836164,2.4637740000000004,1.159183,2.089123,2.036742,3.150776,2.51348,1.870801,0.48667299999999997,4.148391,0.9349360000000001,1.757512,0.5697810000000001,1.170679,1.615391,2.555448,1.912378,1.44585,0.120407,3.450961
40,2,6,63164,63164,63164,63164,63164,63164,63164,63164,39451,771815,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,259,230,245,244,259,230,245,244,239,231,False,False,False,False,False,False,False,False,False,False,0.6970109555965897,0.7099930339954722,0.6832056234455829,0.6834272686865394,0.6663605851328864,0.6900132987035335,0.6655689949866131,0.6645240959935323,0.6085270335198467,0.8320245136453269,2.3264669999999996,2.23235,1.3346770000000001,1.6034,3.170974,5.008649,3.2767939999999998,3.385236,0.9694459999999999,5.56732,1.503495,1.6710740000000002,0.755648,0.983974,2.53258,4.283449,2.537344,2.6674580000000003,0.351432,4.775075
40,2,11,59706,59706,59706,59706,59706,59706,59706,59706,40136,785193,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9617,9617,9617,9617,9617,9617,9617,9617,9617,9617,285,258,255,256,285,258,255,256,296,257,False,False,False,False,False,False,False,False,False,False,0.7650654875428756,0.7546645228158868,0.7474960640346449,0.7517502428440734,0.710950323238687,0.7114192878318524,0.7096439218720121,0.710414363703641,0.7331074347036798,0.8828695620046499,1.89306,3.354418,1.013,1.738818,3.131255,4.61497,2.202941,3.107788,0.93315,5.530775,1.3335190000000001,2.610826,0.514594,1.036959,2.690322,3.9457709999999997,1.514837,2.437848,0.40976599999999996,4.981321
40,2,16,58764,58764,58764,58764,58764,58764,58764,58764,41084,803638,0.0021686306267685754,0.0021162638792642024,0.0021686306267685754,0.0021162638792642024,0.0021686306267685754,0.0021162638792642024,0.0021686306267685754,0.0021162638792642024,0.0022733805424041964,0.002037724018486409,38273,38275,38273,38275,38273,38275,38273,38275,38269,38278,38356,38356,38356,38356,38356,38356,38356,38356,38356,38356,346,326,351,322,346,326,351,322,370,317,False,False,False,False,False,False,False,False,False,False,0.8250119120409602,0.8133210809200646,0.8107344632630397,0.8132870464772091,0.7309917636523894,0.7342590701665261,0.732182969152335,0.7342590701665261,0.8182990945181019,0.9253681383895169,2.651626,3.478065,2.30646,1.656109,3.492868,5.878666,3.62998,3.7018739999999997,1.208005,7.159816,1.6783279999999998,2.482981,1.347423,0.9875430000000001,2.8112939999999997,5.153574,2.723114,2.926612,0.5844520000000001,6.42283
40,2,21,43306,43306,43306,43306,43306,43306,43306,43306,36792,719985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8725819800047303e-05,0.0,41048,41048,41048,41048,41048,41048,41048,41048,41046,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,393,358,394,417,347,370,394,417,508,381,True,True,True,True,True,True,True,True,False,True,0.9679259224826138,0.948275065788845,0.948275065788845,0.9587586015573186,0.9999999999769085,0.8591881032452965,0.9999999999769085,0.8727658984696632,0.9462383126509503,0.947558629692358,2.71346,2.780329,2.312805,2.620286,3.443801,4.300096,3.4309489999999996,3.413161,2.568423,8.099544999999999,1.6940790000000001,1.881275,1.2770700000000001,1.6436400000000002,2.376024,3.4435800000000003,2.820186,2.785991,1.6607889999999998,6.923444
40,2,26,72086,72086,72086,72086,72086,72086,72086,72086,42529,831836,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,82,82,82,82,82,82,82,82,82,82,87,87,87,87,87,87,87,87,87,87,130,114,123,114,126,123,123,114,118,121,False,False,False,False,False,False,False,False,False,False,0.42214854478786246,0.38859140470564896,0.38631634436109213,0.38859140470564896,0.38601115333926134,0.38737064061832577,0.38601115333926134,0.38737064061832577,0.2638199816533702,0.5968784712364013,2.211289,2.445405,1.5141639999999998,1.715486,2.19959,2.348145,1.496628,1.739106,0.29685500000000004,3.703069,1.438822,1.6814060000000002,0.821362,0.915517,1.8009540000000002,2.07045,1.0794030000000001,1.3354139999999999,0.101549,3.112873
40,2,31,78612,78612,78612,78612,78612,78612,78612,78612,45835,896303,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.016262330001966595,0.01436934535825081,3758,3758,3758,3758,3758,3758,3758,3758,3751,3758,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,276,248,244,235,269,232,244,235,223,225,False,False,False,False,False,False,False,False,False,False,0.6548872945522963,0.6299038314680978,0.6566173103259475,0.657405993987465,0.6479163486408193,0.6055818450032364,0.6476110517395868,0.647763700190203,0.5509545107330435,0.7878608015361013,2.33974,3.8472180000000002,1.583324,2.382787,3.5975839999999994,5.814534,2.7563169999999997,3.4429160000000003,0.721919,5.065782,1.415196,2.9595759999999998,0.905652,1.385404,2.946295,5.031415,2.011495,2.639628,0.24311100000000002,4.035454
40,2,36,66758,66758,66758,66758,66758,66758,66758,66758,40515,792563,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.005160442854981758,0.0047833427079503445,10662,10662,10662,10662,10662,10662,10662,10662,10658,10662,10713,10713,10713,10713,10713,10713,10713,10713,10713,10713,304,249,270,259,304,249,270,259,284,259,False,False,False,False,False,False,False,False,False,False,0.8452320321033401,0.8326492704869433,0.8325593936182547,0.8321100092748119,0.8050271128433293,0.8042182210251324,0.8049971538870998,0.8037688366816896,0.8181414290801396,0.9224743017262698,3.441143,2.789375,2.381414,2.4246659999999998,5.71315,5.6320809999999994,4.148073999999999,3.2374560000000003,2.014287,6.565994,1.7682490000000002,1.499318,1.007045,1.0963690000000001,4.240173,4.185258,2.519305,2.154273,0.5142220000000001,5.414976
40,2,41,63784,63784,63784,63784,63784,63784,63784,63784,41502,811789,0.0001948115197912882,0.0001948115197912882,0.0001948115197912882,0.0001948115197912882,0.0001948115197912882,0.0001948115197912882,0.0001948115197912882,0.0001948115197912882,0.0002272874861266032,0.0002272874861266032,30799,30799,30799,30799,30799,30799,30799,30799,30798,30798,30805,30805,30805,30805,30805,30805,30805,30805,30805,30805,485,454,499,487,485,454,499,487,490,495,False,False,False,False,False,False,False,False,False,False,0.9499561018288293,0.9347171704356152,0.9330553116622812,0.9333061582695769,0.8911012165920748,0.880691082389303,0.8838893766323234,0.882509720292197,0.919714712521813,0.9420292711518116,3.410829,4.96561,2.927778,3.354543,6.4886870000000005,7.659432000000001,4.52728,6.484692,2.4519509999999998,12.518158,2.471922,4.208226,1.852078,2.296064,5.701321,6.594894999999999,3.705757,5.441235,1.559289,11.209089
40,2,46,36370,36370,36370,36370,36370,36370,36370,36370,30177,590931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,573,538,591,570,573,538,591,570,696,491,True,True,True,True,True,True,True,True,True,True,0.9679956007432501,0.960241957631008,0.9540830354425602,0.9662359086894079,0.9999999999725048,0.8501512235125062,0.9999999999725048,0.9160846851549056,0.9720648175440877,0.9475945584155382,3.651995,2.451366,2.746317,3.022694,4.099182,5.563943,3.624799,4.369147,2.7132169999999998,9.152386,2.9828959999999998,2.004823,2.0671150000000003,2.3503819999999997,3.6558660000000005,5.046736,3.089972,3.637697,2.099628,8.308325
