n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,1,56872,56872,56872,56872,56872,56872,56872,56872,41575,813151,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,0.037671232231656984,584,584,584,584,584,584,584,584,584,584,606,606,606,606,606,606,606,606,606,606,166,174,185,182,181,177,185,182,150,175,False,False,False,False,False,False,False,False,False,False,0.7129870586455024,0.7017161344650845,0.7002391334804431,0.7022436348167421,0.6951751301045299,0.6951751301045299,0.6955619636957455,0.6956322970759665,0.29472038483957375,0.689440214670228,1.1084049999999999,1.399308,0.7997609999999999,0.962893,1.4854049999999999,1.747277,1.074999,1.255378,0.390912,2.3380240000000003,0.689542,0.97845,0.462369,0.656072,1.118732,1.386829,0.732441,0.9169809999999999,0.114657,1.958359
40,2,6,57654,57654,57654,57654,57654,57654,57654,57654,39451,771815,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,0.0028387096700936525,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,249,235,255,222,249,228,255,222,229,236,False,False,False,False,False,False,False,False,False,False,0.7862940992682851,0.7770146043504871,0.7775696395605236,0.778471571776833,0.7495750511543071,0.7578658896042275,0.7560620251716089,0.7534602976245627,0.6085270335198467,0.8464554329718307,1.319502,1.6550259999999999,1.1340139999999999,1.178809,1.867441,2.019862,1.550089,1.672032,0.627484,3.055154,0.843648,1.126651,0.619078,0.672982,1.4112129999999998,1.578676,1.098865,1.2190940000000001,0.21889699999999998,2.504111
40,2,11,54582,54582,54582,54582,54582,54582,54582,54582,40136,785193,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,0.002606338612795727,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9617,9617,9617,9617,9617,9617,9617,9617,9617,9617,268,273,289,245,268,273,289,245,300,256,False,False,False,False,False,False,False,False,False,False,0.8248140412439117,0.8122824374187043,0.8151405225016464,0.8156901542483659,0.761826243069843,0.7627056538645944,0.7716829723943482,0.769154666359438,0.7370938807868972,0.8830274849611713,1.3571469999999999,1.723745,1.1717540000000002,1.2673510000000001,1.908666,2.1989810000000003,1.7271130000000001,1.801975,0.699529,3.329652,0.8549559999999999,1.237668,0.6813319999999999,0.784806,1.418826,1.74235,1.269111,1.340849,0.305582,2.823007
40,2,16,58120,58120,58120,58120,58120,58120,58120,58120,41084,803638,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0021686306267685754,0.0022733805424041964,0.002037724018486409,38273,38273,38273,38273,38273,38273,38273,38273,38269,38278,38356,38356,38356,38356,38356,38356,38356,38356,38356,38356,327,329,327,311,327,329,327,311,365,320,False,False,False,False,False,False,False,False,False,False,0.822522367501333,0.809807295237271,0.808362009621329,0.809600825863565,0.7292498279296412,0.7293874741787786,0.7281142463742581,0.7307983482324364,0.8169603738482873,0.925417912043824,1.78332,2.226142,1.506749,1.7027729999999999,2.393672,2.933647,2.223141,2.523535,1.1075629999999999,4.7069589999999994,1.096101,1.589351,0.8487370000000001,1.0268959999999998,1.795455,2.272916,1.595445,1.871125,0.5386449999999999,4.021269
40,2,21,43306,43306,43306,43306,43306,43306,43306,43306,36792,719985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8725819800047303e-05,0.0,41048,41048,41048,41048,41048,41048,41048,41048,41046,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,41048,393,358,394,417,347,370,394,417,508,381,True,True,True,True,True,True,True,True,False,True,0.9679259224826138,0.948275065788845,0.948275065788845,0.9587586015573186,0.9999999999769085,0.8591881032452965,0.9999999999769085,0.8727658984696632,0.9462383126509503,0.947558629692358,2.263951,2.5048,1.9856099999999999,2.268205,2.57442,3.088045,2.576502,2.981604,2.156175,5.494255,1.331301,1.606388,1.080094,1.365472,1.6626889999999999,2.188786,1.6827470000000002,2.119739,1.332958,4.578675
40,2,26,67370,67370,67370,67370,67370,67370,67370,67370,42529,831836,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,0.0609756023200485,82,82,82,82,82,82,82,82,82,82,87,87,87,87,87,87,87,87,87,87,118,118,126,120,129,115,126,120,116,118,False,False,False,False,False,False,False,False,False,False,0.556790856456037,0.5329968828776459,0.5303547573025034,0.5329968828776459,0.5428825886812694,0.5316906634921822,0.5299391420434921,0.5316906634921822,0.28721578216541144,0.5968784712364013,1.0521,1.379807,1.039026,1.1118370000000002,1.235401,1.475375,1.09579,1.2945010000000001,0.355479,2.192883,0.575162,0.834974,0.510358,0.5766,0.885234,1.1625809999999999,0.761406,0.9228860000000001,0.098592,1.761253
40,2,31,70602,70602,70602,70602,70602,70602,70602,70602,45835,896303,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.01436934535825081,0.016262330001966595,0.01436934535825081,3758,3758,3758,3758,3758,3758,3758,3758,3751,3758,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,270,233,296,236,274,230,296,236,225,233,False,False,False,False,False,False,False,False,False,False,0.7297951899276254,0.7189881306376734,0.7243420866161817,0.7097249369605717,0.7033228520338897,0.7203195376799479,0.7149089260826195,0.6987054191000439,0.5363150430776412,0.7877012572748415,2.0655930000000002,2.452065,1.8350669999999998,1.967266,2.7869,2.89236,2.364516,2.536389,0.971442,4.150101,1.170117,1.588924,0.975775,1.068709,2.007289,2.14768,1.650844,1.7615290000000001,0.26348499999999997,3.351978
40,2,36,64422,64422,64422,64422,64422,64422,64422,64422,40515,792563,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.0047833427079503445,0.005160442854981758,0.0047833427079503445,10662,10662,10662,10662,10662,10662,10662,10662,10658,10662,10713,10713,10713,10713,10713,10713,10713,10713,10713,10713,283,274,281,267,283,274,281,267,279,266,False,False,False,False,False,False,False,False,False,False,0.8473968519939244,0.8345285771811721,0.8341249883450665,0.8337213995089608,0.805252863915972,0.8067430380800543,0.8062463133586936,0.804631958014271,0.8186103911929258,0.9224881807491361,2.688431,3.210995,2.375543,2.691559,3.262359,3.7433769999999997,2.969146,3.337218,1.830757,5.135773,1.139823,1.667528,0.85992,1.136902,1.8189220000000001,2.236738,1.44054,1.830242,0.44121000000000005,3.537215
40,2,41,63034,63034,63034,63034,63034,63034,63034,63034,41502,811789,9.73962729376676e-05,6.492874068599528e-05,9.73962729376676e-05,6.492874068599528e-05,9.73962729376676e-05,6.492874068599528e-05,9.73962729376676e-05,6.492874068599528e-05,0.0002272874861266032,0.0002272874861266032,30802,30803,30802,30803,30802,30803,30802,30803,30798,30798,30805,30805,30805,30805,30805,30805,30805,30805,30805,30805,483,478,461,456,483,478,461,456,528,454,False,False,False,False,False,False,False,False,False,False,0.9633055176418551,0.9622425992168949,0.9532950471023052,0.957514991893938,0.9077006060077466,0.9121743820650415,0.9056699558824496,0.8971983373909763,0.9174979518838249,0.9432204673862996,3.078653,3.993127,2.589928,3.020267,4.531537,5.262473,3.758039,4.255625,2.3046740000000003,7.5723020000000005,2.084893,2.957436,1.638673,1.985138,3.564166,4.242676,2.7602599999999997,3.3047269999999997,1.386125,6.4973540000000005
40,2,46,35974,35974,35974,35974,35974,35974,35974,35974,30177,590931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,575,584,599,629,610,584,599,629,699,491,True,True,True,True,True,True,True,True,True,True,0.9788736309284797,0.9617501528614625,0.9518541168357187,0.9561905820604828,0.9999999999722021,0.8547840106506148,0.9999999999722021,0.9184966920298411,0.9686847598843926,0.9475945584155382,2.650601,3.229386,2.4526779999999997,3.079153,4.051793,4.279484,3.550475,4.348429,2.611121,5.832794,2.056741,2.602634,1.83526,2.443754,3.426847,3.6028550000000004,2.896477,3.719012,2.037891,5.100894
