n,m,Inst,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_upper_bound_AFBC,nb_generated_col_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC
40,2,1,25468,0.0,606.0,606.0,438.8,1.0,0.42766609076379514,0.0,1.70627868,16.89260076,1.3641567600000015
40,2,6,27343,0.0,3886.0,3886.0,534.4,1.0,0.715137329454883,0.0,1.6838809199999993,20.125899479999998,1.3680171599999995
40,2,11,26561,0.0,9617.0,9617.0,645.6,1.0,0.7797522683340328,0.0,1.9667084399999986,20.57830812,1.666563719999998
40,2,16,28623,0.0,38356.0,38356.0,22255.0,1.0,0.804464940753783,0.0,70.94743428000001,91.1947596,49.093258800000044
40,2,21,20451,0.0,41048.0,41048.0,628.8,1.0,0.9992860984304295,0.0,1.2822604799999997,15.69235008,1.278261599999999
40,2,26,29758,0.0,87.0,87.0,171.2,1.0,0.9999999999663955,0.0,0.5617487999999999,14.136537719999998,0.5572672799999995
40,2,31,34158,0.0,3812.0,3812.0,1339.6,1.0,0.6778968323473886,0.0,6.81824436,27.12971952,5.260151399999996
40,2,36,31597,0.0,10713.0,10713.0,10173.0,1.0,0.8283951007744914,0.0,31.456918439999992,56.45881032,22.485472560000012
40,2,41,30865,0.0,30802.0,30802.0,575.0,1.0,0.954563421320118,0.0,1.6279969200000015,26.1433032,1.5601504800000001
40,2,46,17388,0.0,34146.0,34146.0,548.6,1.0,0.999999999942489,0.0,0.9595929599999993,16.61837916,0.9567357599999993
40,2,51,34810,0.0,0.0,0.0,1.0,1.0,0.9999999999712725,0.0,0.025523159999999982,0.10752312,0.022050959999999988
40,2,56,31487,0.0,1279.0,1279.0,411.0,1.0,0.5514212214389616,0.0,1.8691202400000004,20.32839228,1.3865773200000029
40,2,61,34784,0.0,11488.0,11488.0,61412.8,1.0,0.7052725390781603,0.0,174.26503944,205.57947767999994,124.23433571999985
40,2,66,34477,0.0,35279.0,35279.0,193615.8,1.0,0.756974214671898,0.0,609.5245711199999,631.2760982399999,434.6883123600008
40,2,71,25074,0.0,47952.0,47952.0,4370.8,1.0,0.8994496290619984,0.0,9.524122079999998,27.4283364,7.06996032000001
40,2,76,31206,0.0,0.0,0.0,1.0,1.0,0.9999999999679549,0.0,0.02045411999999999,0.09190703999999998,0.017591879999999963
40,2,81,33177,0.0,571.0,571.0,1853.8,1.0,0.6216475268824292,0.0,11.28213228,40.54091148,8.876922120000016
40,2,86,35968,0.0,6048.0,6048.0,6140.6,1.0,0.8833240658117404,0.0,17.81301456,45.7125936,13.491016439999992
40,2,91,35659,0.0,26075.0,26075.0,592.8,1.0,0.9998205221402781,0.0,2.102971320000001,26.382636719999994,2.09714904
